Cognate_ID,Diaocao,Mangdi,ProtoLalo,Qingyun,Shuizhuping,Xuzhang,Yangliu,Yijiacun
569_812_yellow,s ɛ ⁵⁵,ɕ ɛ ⁵⁵,ʃ ɛ ¹,ɕ ɛ ⁵⁵,ʂ ɛ˞/ɛ ²⁴,ʂ ɛ˞/ɛ ⁴⁵³,s ɛ˞/ɛ ³³,ɕ ɛ ²⁴
56_417_shoes,tɕʰ i ⁵⁵ + n ə ³³,kʰ ɨ ⁵⁵ + n ɛ ³³,kʰ i ¹ + n e̠ H/¹,kʰ ɨ ⁵⁵ + n ɛ̠ ³³,kʰ ɨ ⁴⁴ + n e ⁴⁴,kʰ ɨ ³⁵ + n ɛi ⁵³,kʰ ei ⁵⁵ + n i ⁵³,kʰ i ⁵⁵ + n i ³³
570_32_gold,s ɛ ⁵⁵,s ɛ ⁵⁵,ʃ ɛ ¹,ɕ ɛ ⁵⁵,ʂ ɛ˞/ɛ ²⁴,j a ³³ + ʂ ɛ˞/ɛ ⁵⁵,ts ai ³¹ + s ɛ˞/ɛ ³³,ɕ ɛ ²⁴
571_964_3sranother,k ə ⁵⁵ + l ə ²¹ + s ə ⁵⁵,s u ⁵⁵,s u ¹,s ɿ ⁵⁵,k a ²¹ + s e ³³,,p i/j ɛ ³³ + n i ³³ + s u ³³,ɛ ²¹ + w ai ²⁴ + tɕʰ i/j o ⁵³
572_496_shadow,a ⁵⁵ + ɣ ə ³³ + z ɔ ²¹,x o ⁵⁵ + ɣ ɨ ³³,a ¹ + ɣ ɨ ³,l i ⁵⁵ + ɣ ɨ ³³,a ⁴⁴ + ɣ ɨ ³³,a ³⁵ + ɣ ɨ ³³ + l ɨ ³³,h a ⁵⁵ + ɣ ɨ ³³,b a ²⁴ + ɣ ɨ ³³
573_466_broom,m ə ⁵⁵ + s ɿ ³³,g ɨ ⁵⁵ + s ɿ ³³,g ɨ ¹ + s i̠ H/¹,g ɨ ⁵⁵ + s ʐ̩ ³³,g ɨ ²⁴ + s ɿ ⁴⁴,g ɛ˞/ɛ ²⁴ + s ɿ ³³,g ɛ˞/ɛ ³³ + s ɿ ⁵³,ɣ ɨ ²⁴ + s ʐ̩ ³³
574_639_sweep,s ɿ ³³,s ʐ̩ ³³,s i̠ H/¹,s ʐ̩ ³³,s ɿ ⁴⁴,s ʐ̩ ³³,s ɿ ⁵³,s ʐ̩ ³³
575_237_teeth,s ə ²¹,s o ²¹ + k o ⁵⁵,s y ²,s y ²¹ + ɦ a ⁵⁵,s ɛ ²¹ + w o ²⁴,s y ²¹,s ə ²¹,ɕ i ²¹
576_182_garlic,kʰ a ²¹ + tsʰ ə ⁵⁵,k o ²¹ + s ɿ ⁵⁵,kʰ a ² + s y ¹,kʰ a̤ ²¹ + s y ⁵⁵,kʰ a ²¹ + ɕ y ²⁴,kʰ a ²¹ + s y ³⁵²,kʰ a ²¹ + s ɨ ³³,k ə ²¹ + s ə ²⁴
577_292_blood,s ɿ ²¹,ɕ i ŋ ²¹ + k i ⁵⁵,s i ²,s ɿ ²¹,s ɿ ʔ ²¹,s ɿ ²¹ + ʔ ĩ ⁴⁵³,s ɿ ²¹,ɕ i ²¹
578_850_dry,f ɛ ³³,f ɛ ³³,f ɛ ³,f ɛ ³³,f ɛ ³³,x ɛ˞/ɛ ³³,f ɛ˞/ɛ ³³,f ɛ ³³
579_796_wither,g ɤ̪/ɤ ³³,g u ⁵⁵,g u ³,g ə ³³,g v̩ ³³,g ɤ̪˞/ɤ ³³,b ɛ˞/ɛ ³³,pʰ ɨ ²¹
57_43_day,n ɛ ³³,n i ³³,ˀn i ³,ˀɲ ɛ ³³,ĩ ³³,ĩ ³³,ĩ ³³,n i ³³
580_395_charcoal,s a ²¹ + ŋ ɛ ²¹,s ɛ ŋ ²¹ + kʰ i ²¹,s a ² + ŋ i ²,s ɛ ²¹ + n̩ ²¹ + tsʰ ɿ ²¹,s a ²¹ + n̩ ²¹ + t ɛ ⁵³,s a ²¹ + ɲ i ²¹,s a ²¹ + m i ²¹,ɕ i ²¹ + kʰ ɛ ³³
581_395_charcoal,s a ²¹ + ŋ ɛ ²¹,s ɛ ŋ ²¹ + kʰ i ²¹,s a ² + ŋ i ²,s ɛ ²¹ + n̩ ²¹ + tsʰ ɿ ²¹,s a ²¹ + n̩ ²¹ + t ɛ ⁵³,s a ²¹ + ɲ i ²¹,s a ²¹ + m i ²¹,ɕ i ²¹ + kʰ ɛ ³³
582_555_twistwring,ɲ i/j o ²¹,s ɿ ³³,ʃ ɨ̠ ᶫ/³,ɲ i/j o̤ ²¹,ʂ ʅ ²¹,l o ²¹,n i/j o ²¹,s ʐ̩ ³¹ + pʰ i ²⁴
583_1013_dont,tʰ a ²¹,t a ²¹,tʰ a ²,tʃʰ a̤ ²¹,tʰ a ²¹,tʰ a ²¹,tʰ a ²¹,tʰ a ²¹
585_817_sharpblade,tʰ e ³³,d u ⁵⁵,tʰ e̠ H/¹,ˀn a ⁵⁵,tʰ ɛ ⁴⁴,tʰ ɛi ³³,tʰ i ⁵³,d u ²⁴
586_984_upon,tʰ ei ⁴² + s ə ⁵⁵,k a̠ ²¹ + x ɨ ⁵⁵,k a̠ ᶫ/³,k a̠ ²¹ + s i ⁵⁵,k v̩ ²¹ + s e ⁴⁴,k a ³³ + s i ³³,õ ³³ + l ai ²¹,ɛ ³³ + t ɛ ²⁴
587_88_rabbit,tʰ ɔ ³³ + l ɔ ³³,k a n ³³ + t ai ²¹,h ɛ̠ H/¹ + tʰ a ³ + l a ³,h a̠ ³³ + tʰ o̠ ³³ + l o̠ ³³,h ɛ̃ ⁴⁴ + tʰ o ³³ + l o ³³,h ɛ̃ ³³ + tʰ o ³³ + l o ³³,h ɛ˞/ɛ ⁵⁵ + tʰ a ³³ + l a ³³,k o ŋ ³¹ + t a ³³ + l ɛo ³¹
588_88_rabbit,tʰ ɔ ³³ + l ɔ ³³,,h ɛ̠ H/¹ + tʰ a ³ + l a ³,h a̠ ³³ + tʰ o̠ ³³ + l o̠ ³³,h ɛ̃ ⁴⁴ + tʰ o ³³ + l o ³³,h ɛ̃ ³³ + tʰ o ³³ + l o ³³,h ɛ˞/ɛ ⁵⁵ + tʰ a ³³ + l a ³³,k o ŋ ³¹ + t a ³³ + l ɛo ³¹
589_88_rabbit,tʰ ɔ ³³ + l ɔ ³³,,h ɛ̠ H/¹ + tʰ a ³ + l a ³,h a ³³ + tʰ o ³³ + l o ³³,h ɛ̃ ⁴⁴ + tʰ o ³³ + l o ³³,h ɛ̃ ³³ + tʰ o ³³ + l o ³³,h ɛ˞/ɛ ⁵⁵ + tʰ a ³³ + l a ³³,k o ŋ ³¹ + t a ³³ + l ɛo ³¹
58_176_gourd,a ⁵⁵ + pʰ ə ²¹ + tʰ ə ³³,a ⁵⁵ + pʰ ɨ ²¹,pʰ y ²,a ⁵⁵ + m ʉ̠ ²¹,a ²¹ + m y ⁵³,h u ²¹ + l u ²⁴,a ⁵⁵ + pʰ ɨ ⁴¹,a ²⁴ + pʰ ɨ ²¹
590_437_knife,a ⁵⁵ + tʰ ɔ ²¹,a ⁵⁵ + tʰ o ²¹,a ¹ + tʰ a ²,a ⁵⁵ + tʰ a̤ ²¹,a ⁵⁵ + tʰ a ²¹,a ³⁵ + tʰ o ²¹,a ⁵⁵ + tʰ a ²¹,a ²⁴ + tʰ o ²¹
591_266_soleoffoot,tɕʰ i ⁵⁵ + t a ³³ + t i ³³,kʰ i ⁵⁵ + tʰ a ³³,,kʰ ɨ ⁵⁵ + tsʰ a̤ ²¹ + t i̤ ²¹ + ts ɿ ³³,kʰ ɨ ⁴⁴ + d i ³³,kʰ ɨ ⁴⁵³ + p a ⁴⁴ + d i ²¹ + ts ɿ ³³,k ɛ˞/ɛ ³³ + v v̩ ²¹ + t i ³³ + p ɛ˞/ɛ ²¹,b ɨi ⁵³ + kʰ i ³³ + tʰ a ²¹
592_573_kick,tɕʰ ɛ ³³,p ɛ ⁵⁵,tʃʰ ɛ̠ H/¹,ʈʂʰ a ³³,tsʰ ɛ ⁴⁴,tsʰ ɛ˞/ɛ ³³,ʈʂʰ ɛ˞/ɛ ⁵³,tsʰ a̠ ³³
593_968_this1,ts ɿ ⁵⁵ + l ə ²¹,tsʰ a ⁵⁵,tʃ u ¹,ʈʂ ʅ ⁵⁵,ʈʂ a ²⁴,ʈʂ ʅ ⁴⁵³,ts ɿ ⁵³,tʰ o ²⁴
594_936_one,ts ɿ ²¹,tɕʰ i ²¹,tʰ i ²,ʈʂʰ ʅ ²¹,ʈʂʰ ʅ ²¹,ʈʂ ʅ ²¹,ts ɿ ²¹,tʰ i ²¹
595_922_shallow,,m a ²¹ + n ɛ̠ ²¹,m a ² + ˀn e̠ ᶫ/³,m a̤ ²¹ + n ɛ̠ ²¹,b a ²¹,,,m a ³³ + n i ²¹
596_548_touchfeelstroke,m u ³³,v o ²¹,m o̠ H/¹,m o̠ ³³,m u ⁴⁴,m v̩ ³³,m u ⁵³,v o ²¹ + ʔ i ²⁴
597_104_squirrel,,a ⁵⁵ + tɕʰ ɛ ²¹ + m ɛ ²¹ + b u ³³,,h a̠ ³³ + ʈʂʰ u ²¹ + p a̠ ²¹,h ɛ̃ ⁴⁴ + m a ⁵⁵ + b ɛ ²¹,h ɛ̃ ³³ + ʈʂʰ ʅ ³³ + p o ³³,h ɛ˞/ɛ ⁵⁵ + p ɛ˞/ɛ ⁴¹ + p ɛ˞/ɛ ³¹,a ²¹ + ts o ²⁴
598_3_sunshine,a ⁵⁵ + m ə ²¹ + tsʰ ɔ ⁵⁵,a ⁵⁵ + m i ⁵⁵ + kʰ i ⁵⁵ + pʰ ɛ ³³,a ¹ + m o ² + tsʰ a ¹,a ⁵⁵ + n̩ ²¹ + tsʰ a ⁵⁵,,a ³⁵ + m v̩ ⁴¹ + tsʰ o ³³,a ⁵⁵ + m̩ ²¹ + tsʰ a ³³ + s ai ⁵⁵,a ²⁴ + tsʰ o ²⁴ + s ɛ ⁵⁵ + j o ²¹
599_308_person,tsʰ a ⁵⁵,tsʰ a ⁵⁵ + j o ²¹,tsʰ a ŋ ¹,tsʰ u ⁵⁵,tsʰ u ⁴⁴,tsʰ a ⁴⁵³,tsʰ u ³³,tɕʰ i/j o ⁵³
59_421_blanketquilt,,,ˀm ɛ ¹ + b o ³,,m ɛ ⁴⁴ + dz ɿ ⁴⁴,m ɛ˞/ɛ ⁴⁵³,,
5_69_duskevening,a ⁵⁵ + m ə ²¹ + ɣ ə ²⁴ + tɕ i/j a ³³,,a ¹ + m o ² + kʰ ɨ̠ ᶫ/³,,a ⁵⁵ + m u ²¹ + ɣ ɨ ²⁴ + ɕ i ³³ + ɕ i ³³,,m i/j ɛ˞/ɛ ⁴⁵ + t ə ⁴² + ɲ a ³³,a ŋ ²⁴ + kʰ ɨ̠ ²¹
600_945_ten,tsʰ ei ⁵⁵,tɕʰ ɛ ⁵⁵,tsʰ e ¹,tsʰ i ⁵⁵,tsʰ e ²⁴,tɕʰ i ⁴⁵³,tsʰ ei ³³,tɕʰ ɛ ²⁴
601_946_eleven,tsʰ ei ⁵⁵ + t i ²¹,tɕʰ ɛ ⁵⁵ + tɕʰ i ²¹,tsʰ e ¹ + t i̠ ᶫ/³,tsʰ i ⁵⁵ + t i̤ ²¹,tsʰ e ²⁴ + tʰ i ⁵³,tɕʰ i ⁴⁵³ + tʰ i ³³,tsʰ ei ³³ + tɕʰ i ⁵³,tɕʰ ɛ ⁵⁵ + tʰ i ²¹
602_428_lard,tsʰ ɛ ⁵⁵,x o ²¹ + tsʰ ɛ ⁵⁵,tsʰ ɛ ¹,tsʰ ɛ ⁵⁵,tsʰ ɛ ²⁴,tsʰ ɛ˞/ɛ ⁴⁵³,tsʰ ɛ˞/ɛ ³³,x o ³³ + n a ²¹ + m a ŋ ⁵³
603_838_fatfattymeat,x ɔ ²¹ + tsʰ ɿ ⁵⁵,tsʰ u ⁵⁵,tsʰ u ¹,z i ⁴⁵,tsʰ ɿ ²⁴,tsʰ ɿ ⁴⁵³,tsʰ ɤ̪/ɤ ³³,ɛ ²¹ + tsʰ v̩ ²⁴
605_788_weigh,tɕʰ u/w e ⁵⁵,tɕʰ i ⁵⁵,tsʰ i ¹,tsʰ ɿ ⁵⁵,tsʰ ɿ ²⁴,tsʰ ɿ ⁴⁵³,t u/w ei ³³,tɕʰ i ²⁴
606_567_pinch,ts u ³³,ts u ³³ + tɕʰ i ²¹,ts o̠ H/¹,ts o̠ ³³,,ts u̠ ³³,,ts u ³³ + tɕʰ i ²¹
607_567_pinch,,ts u ³³ + tɕʰ i ²¹,tsʰ i̠ ᶫ/³,,tsʰ ɿ ⁵³,k ɤ̪˞/ɤ ²¹,,ts u ³³ + tɕʰ i ²¹
608_797_cough,ts ɿ ²¹,ts ɿ ²¹,ts i ²,ts ɿ ²¹,ts ɿ ²¹,ts ɿ ²¹,ts ɿ ²¹,ts ɿ ²¹
609_770_stop,n ɔ ²¹,n o ²¹,n a ²,n a̤ ²¹,n a ²¹,n o ²¹,n a ²¹,n o ²¹
60_421_blanketquilt,l ɔ ²¹ + b ɔ ²¹,l a ²¹ + b o ²¹,ˀl a ² + b a ²,ˀl a ²¹ + b a ²¹,,,ɛ˞/ɛ ⁵⁵ + v v̩ ⁵³ + l a ²¹ + b a ²¹,l a ³³ + b o ²¹
610_837_fat,pʰ a ⁴²,tsʰ u ⁵⁵,tsʰ u ¹,z i ⁴⁵,tsʰ ɿ ²⁴,b o ³³,tsʰ ɤ̪/ɤ ³³,tsʰ v̩ ²⁴
611_925_thick2d,tʰ ɤ̪/ɤ ⁵⁵,tʰ u ⁵⁵,tʰ u ¹,tʰ ə ⁵⁵,tʰ v̩ ²⁴,tʰ ɤ̪˞/ɤ ⁴⁵³,tʰ o̪/o ³³,tʰ v̩ ²⁴
612_508_drum,k u ³³,k o ŋ ⁵⁵,,k u ²¹,k v̩ ²¹,t o ŋ ²¹ + t o ŋ ²¹,,k o ŋ ³³
613_565_fold,tɕ a ⁵⁵,t ɨ ⁵⁵,,tɕ ɛ ⁵⁵,ɕ y ³³ + k a ³³,t i/j ɛ˞/ɛ ²⁴,dz ɨ ³³,d a ³³
614_222_head,n̩ ²¹ + d ə ²⁴ + k ə ³³,,n u ² + k a ŋ ²,,,ŋ̩ ²¹ + k a ²¹,,n̩ ²¹ + d ɨ ²⁴ + k a ³³ + ɕ ɛ ²¹
615_222_head,n̩ ²¹ + d ə ²⁴ + k ə ³³,n̩ ²¹ + d ə ⁵⁵,n u ² + d y ¹,n̩ ²¹ + d y ⁵⁵,n̩ ²¹ + d y ²⁴,ŋ̩ ²¹ + k a ²¹,n̩ ²¹ + d ə ³³,n̩ ²¹ + d ɨ ²⁴ + k a ³³ + ɕ ɛ ²¹
616_222_head,n̩ ²¹ + d ə ²⁴ + k ə ³³,n̩ ²¹ + d ə ⁵⁵,n u ² + d y ¹,n̩ ²¹ + d y ⁵⁵,n̩ ²¹ + d y ²⁴,ŋ̩ ²¹ + k a ²¹,n̩ ²¹ + d ə ³³,n̩ ²¹ + d ɨ ²⁴ + k a ³³ + ɕ ɛ ²¹
617_148_egg,f ɤ̪/ɤ ³³,j ɛ ²¹ + f u ³³,f u ³,f v̩ ³³,f v̩ ³³,f ɤ̪˞/ɤ ³³,f v̩ ³³ + f v̩ ³³,ɛ ³³ + f v̩ ³³
618_801_belch,ə ²¹ + pʰ ə ²¹,ə ²¹,ɨ̠ ᶫ/³,t i ⁵⁵ + k ɨ ³³ + ɦ ou ²¹ + m ʉ ³³,ĩ ⁵⁵ + kʰ u ²¹ + s ɛ ³³,ɨ ²¹ + d ɛ ²¹,ɨ ²¹ + m̩ ³³,a ²⁴ + kʰ ə̠ ³³ + ʔ ə̠ ²¹
619_12_snow,ɣ ɔ ²¹,m i ⁵⁵ + pʰ u ⁵⁵,v a ²,v a̤ ²¹,v a ²¹,ɣʷ o ²¹,v a ²¹,v o ³³ + ɕ ɛ ²¹
61_421_blanketquilt,l ɔ ²¹ + b ɔ ²¹,l a ²¹ + b o ²¹,ˀl a ² + b a ²,ˀl a ²¹ + b a ²¹,,,ɛ˞/ɛ ⁵⁵ + v v̩ ⁵³ + l a ²¹ + b a ²¹,l a ³³ + b o ²¹
620_17_hail,ts a ⁵⁵ + b u ⁵⁵ + l u ⁵⁵,k o ²¹ + s ɛ ²¹,ˀl o̠ H/¹ + h a ¹,ˀl o ³³ + h a ⁵⁵,l v̩ ³³,ɣʷ o ²¹ + s ɛ˞/ɛ ²¹,v a ²¹,v o ²¹ + pʰ o ŋ ⁵³
621_160_bamboo,,w a n ²¹ + t o ⁵⁵,v a ²,v a̤ ²¹ + m a ⁵⁵,v a ²¹ + m a ³³ + dz ɿ ²⁴,,,v u ²¹ + d o ²⁴
622_160_bamboo,m ɔ ²⁴ + dz ei ²⁴,m o n ⁵⁵ + dʑ ɛ ⁵⁵,m a ¹,m a ⁵⁵ + dz ɿ ⁵⁵,m a ²⁴ + dz ɿ ²⁴,m o ²⁴ + dz ɿ ²⁴,m a ³³,
623_519_trap,s u/w a ³³ + t ɤ̪/ɤ ²¹,v o ŋ ³³,v a ³,v a ³³,v a ³³,,v a ³³,v o ³³ + tʰ v̩ a ⁵³ + k o ³³ + kʰ u ²⁴
624_78_pig,v ei ⁴²,a ⁵⁵ + v ɛ̠ ²¹,a ¹ + v e̠ ᶫ/³,a ⁵⁵ + v ɛ̠ ²¹,a ³³ + v e ʔ ⁵³,a ³³ + v ɛi̠/ɛ̠i ³²,a ⁴⁴ + v ei ⁵³,a ²⁴ + v i̠ ʔ ³¹
625_655_hideself,tʰ ɛ ⁵⁵ + ɣ ə ²¹,z ɿ ²¹,v y ²,j y ²¹,v e ²¹,pʰ a ⁴⁵³ + m ɛi ²¹,b ə ²¹,kʰ ɨ ²¹ + ɣ ɨ ³³
626_280_belly,,,h e̠ ᶫ/³ + m a ³ + dz ɿ ³,,x ɛ ⁵⁵ + m a ³³ + dz ɿ ³³,t u ⁵⁵ + ts ɿ ²¹,,
627_280_belly,x ei ⁴² + p ə ⁵⁵,x ɛ ²¹ + p ə ⁵⁵,h e̠ ᶫ/³ + p y ¹,h ɛ̠ ²¹ + p ə ⁵⁵ + d ə ⁵⁵,,,x ai ⁵⁵ + p ɨ ³³,ɛ ²¹ + p ɨ ²⁴ + p o ³³
628_721_enter,d ə ²⁴,g ɨ ³³,d y ²,d y̤ ²¹,d y ²¹,d y ²¹,d ə ²¹,d ɨ ²¹ + k u/w a ²⁴
629_624_wearputon,v ei ⁴²,v ɛ̠ ²¹,v i̠ ᶫ/³,j ɛ̠ ²¹,ʝ i ʔ ⁵³,ʝ i/j ɛ̠ ʔ ³³,v ai ⁵³,v i̠ ʔ ²¹
62_421_blanketquilt,,,ˀm ɛ ¹ + b o ³,,m ɛ ⁴⁴ + dz ɿ ⁴⁴,m ɛ˞/ɛ ⁴⁵³,,
630_606_buy,v ɛ ²⁴,v ɛ ⁵⁵,v ɛ ¹,v ɛ ⁵⁵,v ɛ ²⁴,ɣ ɛ˞/ɛ ²⁴,v ɛ˞/ɛ ³³,v ɛ ²⁴
631_967_poss,ɣ ə ²¹,l a ³³,ɣ ɨ ²,ɣ ɨ ²¹,ɣ ɨ ³³,x ɨ ²¹,ɣ ɨ ²¹,n o ²¹
632_909_far,v ei ²¹,v ə ²¹,v i ²,ʝ i ²¹,ʝ i ²¹,ʝ i ²¹,v ai ²¹,m i ²⁴ + v u ²¹
633_819_round,v a ³³,t a ⁵⁵ + l ə ³³,v a ³,a ⁵⁵ + l i ⁵⁵ + v a ³³,v a ³³,a ³³ + o ³³ + l i ³⁴,b ə ³³ + l ə ³³,a ³³ + v a ²¹ + v a ŋ ³³
634_430_meat,x ɔ ²¹,x o ²¹,x a ²,x a̤ ²¹,x a ²¹,x o ²¹,x a ²¹,x o ²¹
635_34_ironore,x ə ⁵⁵,x ə ⁵⁵,x y ¹,ɕ y ⁵⁵,ɸ u ²⁴,x v̩ ⁴⁵³,x ɨ ³³,x ə ²⁴
636_141_louseclothing,ɕ i ⁵⁵,i ⁵⁵ + p u ⁵⁵,x e ¹,ɕ i ⁵⁵,ɕ i ²⁴,ɕ i ⁵³,ɕ i ⁵⁵ + m a ³³ + pʰ u ³³,x i ²⁴
637_663_seeklookfor,ts ɔ ³³,i ⁵⁵ + tʰ ə ²¹,tʃ a ³,ʈʂ a ³³,ʈʂ a ³³,ʈʂ o ³³,ts a ³³,x o ³³ + tʰ ə ²¹
638_712_go,ʝ i ²⁴,j ɛ ³³,ʒ e ¹,j i ⁵⁵,ʝ i ²⁴,ʝ i ²⁴,l i ³³,d uʲ/ui ²⁴
639_741_overflowspill,,j ɑ̠ ³³,ɣ y̠ ᶫ/³,j ø̠ ²¹,b ɛ ²¹ + tʰ i ⁵³,,,k o ²⁴ + pʰ i ²⁴
63_690_love,s ɛ ²¹,g o ŋ ²⁵,s ɛ ²,g ə ⁵⁵,s ɛ ²¹,s ɛ˞/ɛ ²¹,ɣ ai ⁵³,x a ŋ ²⁴
640_392_door,a ⁵⁵ + kʰ ɛ ²¹,a ⁵⁵ + k u ³³ + kʰ i ²¹,a ¹ + kʰ j ɛ ²,a ⁵⁵ + kʰ ai̠/a̠i ²¹,a ⁵⁵ + kʰ ɛ ²¹,a ³⁵ + kʰ ɛ˞/ɛ ²¹,a ⁵⁵ + kʰ ɛ˞/ɛ ²¹,a ³³ + g u ³⁵ + kʰ i ³¹
641_701_affirmative,ŋ a ²⁴,ŋ o ⁵⁵,ŋ a ¹,ŋ a ⁵⁵,ŋ a ²⁴,ŋ o ²⁴,ŋ a ³³,ŋ a ²⁴
642_1005_slowly,a ⁵⁵ + p ɛ ²³ + tɕ ɛ ²¹,a ²¹ + j a ³³,a ² + d e ³ + d e ³,a̤ ²¹ + d i ³³ + d i ³³,a ²¹ + d e ³³ + d e ³³,a ²¹ + d i ³³ + d i ³³,a ²¹ + d i ³³ + d i ³³,a ²² + j ɛ ²² + j a ⁴¹
643_44_today,i ²¹ + n ɛ ³³,i ²¹ + n i ³³,i ² + ˀn i ³,ˀɲ i ŋ ³³,i̠ ⁴³ + n a ³³,ĩ ³³ + ɲ ĩ ³³,n̩ ²¹ + t i ⁵⁵ + ĩ ³³,i ²¹ + m i ²⁴
644_541_speak,dʑ a ²¹,tʰ ə ⁵⁵,tʰ y ¹,tʰ y ⁵⁵,tʰ y ²⁴,tʰ y ⁴⁵³,b ei ⁵³,kʰ u/w a ŋ ⁵³
645_897_drunk,ʝ i ⁴²,,ʒ e̠ ᶫ/³,j ɛ̠ ²¹,ʝ i ʔ ⁵³,ʝ i̠ ³³,z ai ⁵³,dʑ i ²⁴ + b u ³³
646_384_house,x ei ⁵⁵,x ɛ ⁵⁵,h e ¹,h i ⁵⁵,h ẽ ²⁴,h ĩ ³⁵ + k ɛ˞/ɛ ⁵³,h ei ⁴⁴,x ĩ ŋ ²⁴
647_584_sleep,z ɿ ⁴² + t u ⁴²,ʝ i ʔ ²¹,ʒ i̠ ᶫ/³ + d a ²,,ʐ ʅ ⁵³ + d u ²¹,ʐ ʅ ³⁴ + t o ³³,z ɿ ⁵⁵ + t a ⁵⁵,
648_584_sleep,z ɿ ⁴² + t u ⁴²,,ʒ i̠ ᶫ/³ + d a ²,,ʐ ʅ ⁵³ + d u ²¹,ʐ ʅ ³⁴ + t o ⁴⁴,z ɿ ⁵⁵ + t a ⁵⁵,t ao ⁵³
649_584_sleep,,,ˀn e̠ ᶫ/³ + d a ²,ˀɲ ɛ̠ ²¹ + d a ²¹,,,,
64_896_brave,x ə ²¹ + ɕ i/j u ³³,m ɔ ³³ + j ɛ ²¹,,p ʉ̤ ²¹,,p i ⁵⁵ + p ɨ ²¹,t a n ²¹ + ts ɿ ³³ + ɣ ɛ˞/ɛ ²¹,n i̠ ³³ + m o ³³ + j ɛ ²¹
650_196_seed,j a ³³ + s ɿ ²¹,j ɛ ²¹ + s ɿ ²¹,ʃ ɨ ²,ʂ ʅ ²¹,h ã ⁴⁴ + ʂ ʅ ²¹,j a ³³ + ʂ ʅ ²¹,s ɿ ²¹ + kʰ a ³³,ɛ ³³ + s ɿ ²¹
651_196_seed,j a ³³ + s ɿ ²¹,,ʃ ɨ ² + kʰ a ³,ʂ ʅ ²¹,h ã ⁴⁴ + ʂ ʅ ²¹,j a ³³ + ʂ ʅ ²¹,s ɿ ²¹ + kʰ a ³³,ɛ ³³ + s ɿ ²¹
652_549_take,v ɤ̪/ɤ ²⁴,v v̩ ⁵⁵,v u ¹,v v̩ ⁵⁵,v v̩ ²⁴,v v̩ ²⁴,v v̩ ³³,v v̩ ²⁴
653_90_animal,j a ³³ + k a ⁴²,,a ¹ + dz e ²,a ⁵⁵ + dʑ i̤ ²¹ + a ⁵⁵ + l a̤ ²¹,a ⁵⁵ + dʑ i ²¹,dʑ i ²¹ + x o ²¹,a ⁵⁵ + dz ə ³¹ + m̩ ²¹,ɛ ³³ + k a̠ ʔ ²¹ + m u ²⁴ + k a̠ ʔ ²¹
654_193_thatchcogongrass,tɕ i ²¹ + tɕʰ i ⁵⁵,ɨ ⁵⁵ + s ɿ ²¹,,ʂ ʅ ²¹ + h ə ⁵⁵ + ʂ ʅ ²¹,kʰ ɨ ²¹ + ʂ ʅ ²¹ + m ɛ ⁵³,l o ²¹ + s ɿ ³⁵³,m ao ³³ + tsʰ ao ³³,tɕʰ i ⁵⁵ + ɣ ɨ ³³ + ts u/w ɛ ⁵⁵ + j o ³¹
655_362_son,z ɔ ²¹,j o ²¹,z a ²,z a̤ ²¹,z a ²¹,z o ²¹,z a ²¹,z o ²¹ + pʰ v̩ ²⁴
656_708_descend,z ei ⁴²,j ɛ ²¹,z e̠ ᶫ/³,z ɛ̠ ²¹,z e ⁵³,z ɛi ³³,z ai ⁵⁵,ʝ i ²⁴
657_962_3s,j a ³³,j ɛ ²¹,a ŋ ²,w u ³³,ʐ u ³³,j a ³³,j a ³³,ɛ ²¹
658_963_3pl,j a ³³ + ts ɔ ³³,,ʒ a ŋ ³ + ts a ³,w u ³³ + ts a ³³,u ³³ + ts a ³³,,,
659_963_3pl,,j ɛ ²¹ + x ɨ ³³,a ŋ ²,,,,j a ²¹,ɛ ²¹ + s o ³³
65_871_fragrant,ɕ i/j ɔ ⁵⁵ + n ə ⁵⁵,b i ²¹ + s a ²¹,s y ¹ + n y ¹,s y ⁵⁵ + n y ⁵⁵,ɕ y ⁴⁴ + n y ⁴⁴,g ɨ˞ ²¹ + n ɨ˞ ³³ + ɕ i/j a ŋ ³³,s u ³³ + b ə̃ ²¹ + n ə ³³,p i ²⁴ + s a ²¹
660_365_soninlaw,m ei ⁴² + ɣ ə ²⁴,m ɨ ŋ ²⁴,ˀm e̠ ᶫ/³ + ɣ o ¹,m ɛ̠ ²¹ + v̩ ⁵⁵,m e ⁵⁵ + v v̩ ³³,m ɛi ³³ + v v̩˞/v̩ ²⁴,m ei ⁵⁵ + v v̩ ³³,m ɨ ²⁴
661_365_soninlaw,m ei ⁴² + ɣ ə ²⁴,,ˀm e̠ ᶫ/³ + ɣ o ¹,m ɛ̠ ²¹ + v̩ ⁵⁵,m e ⁵⁵ + v v̩ ³³,m ɛi ³³ + v v̩˞/v̩ ²⁴,m ei ⁵⁵ + v v̩ ³³,m ɨ ²⁴
662_85_sheep,j a ²⁴,,a ¹ + ʒ a ŋ ¹,a ⁵⁵ + ʐ u ⁵⁵,a ⁵⁵ + ʐ u ⁴⁴,a ²¹ + j a ²⁴,ɲ a ³³,a ²⁴ + z a ²⁴
663_664_use,z ə ²¹,z ə ²¹,z y ²,z y ²¹,ʝ y ²¹,z y ²¹,z ə ²¹,j o ŋ ²⁴
