Cognate_ID	AbasoloValleMixtec	AlacatlatzalaMixtec	AlcozaucaGuerreroMixtec	CahuatacheMixtec	ChalcatongoHidalgoMixtec	CoicoyanlasFloresMixtec	CosoltepecMixtec	CuatzoquitengoMixtec	CuyamecalcoVillaZaragozaMixtec	ElJicaralMixtec	GuadalupeVillahermosaMixtec	IxpantepecNievesMixtec	LaBateaMixtec	MagdalenaPenascoMixtec	PiedraAzulMixtec	PinotepaDonLuisMixtec	SanAgustinAtenangoMixtec	SanAgustinChayucoMixtec	SanAgustinTlacotepecMixtec	SanAndresChicahuaxtla1890Triqui	SanAndresChicahuaxtlaTriqui	SanAndresNuxinoMixtec	SanAndresYutatioMixtec	SanAntonioHuitepecMixtec	SanAntonioTepetlapaMixtec	SanBartoloSoyaltepecMixtec	SanBartolomeYucuaneMixtec	SanEstebanAtatlahucaMixtec	SanFranciscoSayultepecMixtec	SanJeronimoProgresoMixtec	SanJeronimoXayacatlanMixtec	SanJorgeNuchitaMixtec	SanJuanCoatzospamMixtec	SanJuanColoradoMixtec	SanJuanCopalaTriqui	SanJuanDiuxiMixtec	SanJuanMixtepecMixtec	SanJuanNumiMixtec	SanJuanTamazolaMixtec	SanJuanTeitaMixtec	SanJuanTepeuxila1900Cuicatec	SanLorenzoMixtec	SanLuisMoreliaMixtec	SanMarcoslaFlorMixtec	SanMartinDuraznosMixtec	SanMartinEstadoMixtec	SanMartinItunyosoTriqui	SanMartinPerasMixtec	SanMateoSindihuiMixtec	SanMiguelAchiutlaMixtec	SanMiguelAhuehuetitlanMixtec	SanMiguelChicahuaMixtec	SanMiguelElGrandeMixtec	SanMiguelPiedrasMixtec	SanPedroAtoyacMixtec	SanPedroJicayanMixtec	SanPedroJocotipacMixtec	SanPedroMolinosMixtec	SanPedroTidaaMixtec	SanPedroTututepecMixtec	SanPedroYosonamaMixtec	SanPedroySanPabloTeposcolula1600Mixtec	SanSebastianMonteMixtec	SanSebastianTecomaxtlahuacaMixtec	SantaAnaCuauhtemocMixtec	SantaCatarinaEstetlaMixtec	SantaCatarinaMechoacanMixtec	SantaCatarinaTlaltempanMixtec	SantaCruzBravoMixtec	SantaCruzItundujiaMixtec	SantaLuciaMonteverdeMixtec	SantaMariaAcatepecMixtec	SantaMariaApazcoMixtec	SantaMariaChigmecatitlanMixtec	SantaMariaHuazolotitlanMixtec	SantaMariaJicaltepecMixtec	SantaMariaPapaloCuicatec	SantaMariaPenolesMixtec	SantaMariaYolotepecMixtec	SantaMariaYucuhitiMixtec	SantaMariaYucunicocoMixtec	SantaMariaZacatepecMixtec	SantiagoApoalaMixtec	SantiagoCacaloxtepecMixtec	SantiagoChazumbaMixtec	SantiagoIxtaltepecMixtec	SantiagoIxtayutlaMixtec	SantiagoJamiltepecMixtec	SantiagoJuxtlahuacaMixtec	SantiagoNuyooMixtec	SantiagoPinotepaNacionalMixtec	SantiagoTamazolaMixtec	SantiagoTilantongoMixtec	SantiagoTlazoyaltepecMixtec	SantiagoYosonduaMixtec	SantoDomingoHuendioMixtec	SantoDomingoNuxaaMixtec	SantoDomingoTonahuixtlaMixtec	SantoTomasOcotepecMixtec	SantosReyesTepejilloMixtec	TepangoMixtec	TepejilloMixtec	TlahuapaMixtec	XayacatlanBravoMixtec	XochapaMixtec	YoloxochitlMixtec	YucunaniMixtec	YucunutiBenitoJuarezMixtec	YucuquimiOcampoMixtec	ZapotitlanPalmasMixtec
71_one	ĩ ³	ɲ i ³ i ³		ĩ ⁵ ĩ ⁵	ɨ ⁵ ɨ ⁵					i ³ ĩ ³			i ³ ĩ ³	ĩ ³	i ³ ĩ ³			ɨ̃ ³ ɨ̃ ³		ⁿg o	ʔ ⁿɡ o h ¹³		i ³ ĩ					ĩ ³ ĩ ³		ĩ ³ ĩ ³	ĩ ³ ĩ ³		ɨ ɨ n	i ³ ĩ ³	j o ʔ o ʔ ²	ɨ ⁵ ɨ̃ ⁵	ĩ ³ ĩ ³				a m a			i ³ ĩ ³	i ³ ĩ ³		ⁿg o ²						ĩ ³ ĩ ³					ĩ ³ ĩ ³			ĩ	e e	i ³ ĩ													ĩ ¹ ĩ ¹	a ⁴ m a ⁴	ɨ̃ ¹ ɨ̃ ¹				i ³ ĩ ³		ĩ ³ ĩ ³				ɨ ³ ɨ̃ ³							ɨ ³ ɨ̃ ³	i ⁵ ĩ ⁵			i ³ ĩ ³		ĩ ¹ ĩ ¹		i ³ ĩ ³		i ³ ĩ ³	i ³ ĩ ³	i ³ ĩ ³			
72_paper	t u ³ t u ³	t u ³ t u ³	t u ³ t u ²		t u ³ t u ¹					t u ³ t u ³				t u ³ t u ¹	t u ³ h t u ⁵¹			t u ³ t u ¹		n ã ʔ a	ɲ ã h ³		t u ³ t i ³					t u ³ t u ³		t u ³ t u ³	t u ³ t u ³		t u ⁵ ʔ t u ⁵	t u ⁵ t u ³	j ã h ³	t u ⁵ t u ⁵	t u ³ t u ¹							t u ³ t u ³	t i ³ t i ³								t u ³ t u ¹					t u ³ t u ¹			t u t u	t u t u	t u ³ t i ¹													t u ³ t u ³		t u ¹ t u ⁵				t u ³ t u ³		t u ³ t u ¹				t u ¹ t u ¹							t u ³ t u ³	t u ³ t u ³			t u ³ t u ¹		t u ¹ t u ¹		t u ³ t u		t u ² t u ²	t u ³ t u ²	t u ³ t u ¹		t ʉ ³ t i ³	
73_path	i ³ tʃ i ³	j i ³ tʃ i ¹	i ³ tʃ i ⁵	j i ³ tʃ i ³	i ³ tʃ i ³					i ³ tʃ i ⁵			i ³ tʃ i ¹⁵	i ³ tʃ i ³	i ³ tʃ i ¹⁵			i ³ tʲ i ³		ʈʂ e ʔ a	ʈʂ e h ³²		i ⁵ tʃ i ¹					i ³ tʃ i ³		i ⁵ tʃ i ¹			i ts i	i ³ tʲ i ³	ʈʂ e h ³²	i ⁵ tʃ i ⁵								i ³ tʃ i ¹⁵	i ³ tʃ i ¹		tʃː e h ³²						i ³ tʃ i ³					i ³ tʃ i ³			i tʃ i	i tʃ i	i ³ tʃ i ¹													i ¹ t i ¹	j u ⁴ n i ⁴	i ¹ tʃ i ¹				i ³ t i ³ ʔ						i ³ tʲ i ³							i ³ tʃ i ³				i ³ tʃ i ³		i ¹ tʃ i ³ ʔ		i ³ tʃ i ⁵		i ³ tʃ i ⁵	i ³ tʃ i ⁵	i ³ tʃ i ¹⁵		i ⁵ tʃ i ¹	
74_pig	k i ¹ n i ³	k i ³ n i ¹			k ɨ ³ n ɨ ¹					k i ³ n i ¹			k i ³ n i ¹	tʃ i ⁵ + k i ³ n i ¹	k i ³ n i ¹			k ɨ n ɨ		ʃ a k a ʔ a	ʃ a ³ k a ³⁵							k ɨ ³ n ɨ ¹						k ɨ ⁵ n ɨ ¹							k u n u			k i ³ n i ¹			tʃ a ³ k a h ⁵															k e n e																																	k ɨ ³ n ɨ ³						k i ³ n i ¹		k i ¹ n i ¹		k i ¹ n i ¹	k i ³ n i ²	k i ³ n i ¹			
75_plate	k o ³ ʔ o ¹	k o ¹ ʔ o ¹			k o ³ ʔ o ¹					k o ¹ ʔ o ⁵				k o ³ ʔ o ¹				k o ʔ o		k o ʔ a	g o ʔ ³ o ³		k o ³ ʔ o ¹					k o ³ ʔ o ¹						k o ¹ ʔ o ¹		k o ⁵ ʔ o ⁵					k u u ⁵				k o ¹ ʔ o ¹		k o ³ ʔ o ³														k o ʔ o	k o ʔ o															k u ³ ʔ u ³																			k o ³ ʔ o ³									k o ¹ ʔ o ⁵	k o ¹ ʔ o ⁵	k o ¹ ʔ o ¹⁵			
76_poor	ⁿd a ³ ʔ β i ³	ⁿd a ⁵ ʔ β i ⁵	ⁿd a ⁵ ʔ β i ²	ⁿd a ³ ʔ w i ³	ⁿd a ⁵ ʔ u ³	ⁿd a ʔ β i	ⁿd a ʔ w i	ⁿd a ʔ w i	ⁿd a ʔ w i	ⁿd a ⁵ ʔ β i ³	ⁿd a ʔ β i	ⁿd a ʔ β i	ⁿd a ⁵ β i ¹	ⁿd a ⁵ ʔ β i ⁵	ⁿd a ⁵ ʔ β i ³	ⁿd a ʔ β i	ⁿd a ʔ β i	ⁿd a ³ ʔ β i ⁵	ⁿd a ʔ β i		a ² k o ³	ⁿd a ʔ β i	ⁿd a ³ ʔ i ⁵	ⁿd a ʔ w i	ⁿd a ʔ w i	ⁿd a ʔ w i	ⁿd a ʔ w i	ⁿd a ⁵ ʔ u ⁵	ⁿd a ʔ w i	ⁿd a ¹ ʔ β i ⁵	ⁿd a ¹ ʔ β i ⁵	ⁿd a ʔ β i	ⁿd a ¹ ʔ β i ⁵	ⁿd a ³ a ³ ʔ β i ⁵	n i k e ʔ ¹²	ⁿd a ¹ ʔ u ⁵	ⁿd a ʔ β i	ⁿd a ʔ u		ⁿd a ʔ w i		ⁿd a ʔ w i	ⁿd a ʔ β i	ⁿd a ⁵ ʔ β i ³	ⁿd a ⁵ ʔ β i ⁵	ⁿd a ʔ β i	l a ³ ʔ β i ³	ⁿd a ʔ β i	ⁿd a ʔ w i	ⁿd a ʔ β i	ⁿd a ʔ β i	ⁿr a ʔ w i	ⁿd a ⁵ ʔ u ⁵	ⁿd a ʔ w i	ⁿd a ʔ w i	ⁿd a ʔ β i	ⁿd a ʔ w i	ⁿd a ⁵ ʔ β i ⁵	ⁿd a ʔ w i	ⁿd a ʔ w i	ⁿd a ʔ u	ⁿd a ʔ w i	ⁿd a ³ β i ⁵	ⁿd a ⁵ ʔ β i ⁵	ⁿd a ʔ w i	ⁿd a ʔ u	ⁿd a ʔ w i	ⁿd a ʔ β i	ⁿd a ʔ w i	ⁿd a ʔ w ɨ	ⁿd a ʔ u	ⁿd a ʔ w i	ⁿd a ʔ w i	ⁿd a ʔ w i	ⁿd a ʔ w i	ⁿd a ʔ β i	ⁿd a ⁴ tʃ i ⁵¹	ⁿd a ⁵¹ ʔ u ⁵	ⁿd a ʔ β i	n ã ⁵ ʔ β i ⁵	ⁿd a ⁵ ʔ β i ¹	ⁿd a ³ ʔ β i ⁵	ⁿd a ʔ β i	ⁿd a β i	ⁿd ã ʔ w i	ⁿd a ʔ i	ⁿd a ʔ β i	ⁿd a ³ ʔ β i ⁵	ⁿd a ʔ β i	n ã ⁵ ʔ β i ⁵	ⁿd a ʔ β i	ⁿd a ʔ β i	ⁿd a ʔ u	ⁿd a ʔ u	ⁿd a ⁵ ʔ u ⁵	ⁿd a ⁵ ʔ β i ¹	ⁿd a ʔ w i	ⁿd a ʔ w i	ⁿd a ¹ ʔ β i ⁵	ⁿd a ʔ β i	ⁿd a ³ ʔ β i ³	ⁿd a ʔ w i	ⁿd a ⁵ ʔ β i ³	ⁿd a ¹ ʔ β i ⁵	ⁿd a ⁵ ʔ β i ³	ⁿd a ⁵ ʔ β i ²	ⁿd a ⁵ ʔ β i ¹	ⁿd a ʔ β i	ⁿd a ⁵ ʔ o ³	ⁿd a ʔ w i
77_possum	ts o ³ k o ¹	ʃ a ⁵ k o ³			x a ¹ k o ¹					ʃ a ¹ k o ³			ts o ⁵ k o ³	h a ⁵ k o ⁵	ʃ a ¹ k o ³			s o k o			t a ⁴ k ɨ̃ h ¹		s a ⁵ k o ³					tʃ e ⁵ ⁿg o ³						ts o ³ k o ³	n e k o ʔ ⁴									ʃ a ¹ h k o ⁵	l a ⁵ ⁿg o ³		c n a ⁴ k ĩ h ⁴																s a ⁵ kʷ a ³														j ʔ a ⁴ t a ⁵¹					tʃ a k o						t ɨ ³ + m a ¹ ʔ a ¹															ʃ a ¹ k o ³		ʃ a ¹ k o ³	ʃ a ¹ k o ³²	ts o ⁵ k o ³			
78_pricklypearcactus	m i ³ ʔ ⁿtʃ a ³	β i ¹ ʔ ⁿd a ¹	β ĩ ʔ ⁿd a	tⁿ õ + w ĩ ʔ ⁿd a	β i ⁵ ʔ ʒ a ³	β ĩ ʔ ⁿd i a	w ĩ ʔ ⁿdʲ a	w ĩ ʔ ⁿd a	m ĩ ʔ ⁿd e	tʃ i ¹⁵ k i ³	t u + β ĩ ʔ ⁿd s a	β ĩ ʔ ⁿdʲ a	m i ¹ ʔ ⁿtʃ a ¹⁵	β i ³ ʔ ⁿd e ¹	β i ³ ʔ ⁿtsʲ a ¹⁵	β ĩ ʔ ⁿd a	t u + β ĩ ʔ ⁿd a ⁵	m ĩ ʔ ⁿdʲ a	β ĩ ʔ ⁿd a	t i n ẽ	d i ³ n ĩ ³²	β ĩ ʔ ⁿd e	t a ¹ + β i ¹ ʔ i ⁵ ⁿd a ⁵	n ũ + w ĩ ʔ ⁿd e	w ĩ ʔ ⁿd a	β i ʔ ⁿz a	w ĩ ʔ ⁿd e	β i ³ ʔ ⁿd e ¹	w ĩ ʔ ⁿd a			t o ¹ + β ĩ ʔ ⁿdʲ a	m ĩ ʔ ⁿd e	β i ¹ ʔ nʲ a ¹		β i ⁵ ʔ ⁿd e ⁵¹	m ĩ ʔ ⁿdʲ a	β ĩ ʔ ⁿd e	w ĩ ʔ ⁿd e	w ĩ ʔ ⁿd e		w ĩ ʔ ⁿdʲ a	β ĩ ʔ ⁿd a	β i ³ ʔ ⁿtsʲ a ¹⁵	t u ¹ + β i ¹ ʔ ⁿdʑ a ⁵	β ĩ ʔ ⁿd a	t i ³ n i ³²	β ĩ ʔ ⁿtsʲ a	w ĩ ʔ ⁿd e	β ĩ ʔ ⁿd e	t u ¹ + β ĩ ʔ ⁿd a	m ĩ ʔ ⁿz a	β ɨ̃ ³ ʔ ⁿdʒ a ¹	n ũ + w ĩ ʔ ⁿd e	w ĩ ʔ ⁿd a	β ĩ ʔ ⁿd a	m ĩ ʔ ⁿz a	β ĩ ʔ ⁿd e	w ĩ ʔ ⁿd e	m ĩ ʔ ⁿdʲ a		w ĩ ʔ ⁿd a	m i ³ ⁿdʲ a ¹	t ũ + β ĩ ʔ ⁿtʃ a	m ĩ ʔ ⁿd e	w ĩ ʔ ⁿd e	w ĩ ʔ ⁿdʲ a		w ĩ ʔ ⁿd a	m ĩ ʔ ⁿd e	β ĩ ʔ ⁿd e	m ĩ ʔ ⁿdʒ a	m ĩ ʔ ⁿz a	tⁿ ũ + w ẽ ʔ ⁿd e	w ĩ ʔ ⁿdʲ a	β ĩ ʔ ⁿd a	j i ⁴ ⁿd ʔ i ³ t u ³	β ĩ ⁵ ʔ ⁿd e ⁵	β i ³ ʔ ⁿdʲ a	m ĩ ³ ʔ n ẽ ³	m ã ¹ ʔ ⁿd e ⁵	β ĩ ʔ ⁿd a ʔ	m ĩ ʔ ⁿts a	t o + β ẽ ʔ ⁿd e	w ĩ ʔ ⁿdʲ a	m ĩ ʔ ⁿz a	β ĩ ʔ ⁿdʲ a	β ĩ ʔ ⁿdʲ a	β ĩ ʔ ⁿdʲ a	m ĩ ³ ʔ n ẽ ¹	β ĩ ʔ ⁿd a	t o + β ĩ ʔ ⁿd a	β i ʔ ⁿd e	w ĩ ʔ ⁿd e	β ĩ ʔ ⁿdʒ a	β i ⁵ ʔ ⁿd e ¹	w ĩ ʔ ⁿd e	w ĩ ʔ ⁿdʲ a	m ĩ ʔ ⁿd e	β ĩ ʔ ⁿtʃ a	β ĩ ³ ʔ ⁿdʲ a	w ĩ ʔ ⁿdʲ a	β i ¹ ʔ ⁿd a ⁵	β i ¹ ʔ ⁿdʲ a ¹	β i ¹ ʔ ⁿd a ⁵	m i ¹ ʔ ⁿd a ⁵	m i ¹ ʔ ⁿtʃ a ¹⁵	β ĩ ʔ ⁿd a		w ĩ ʔ ⁿd e
79_priest	s u ³ t u ³	s u ¹ t u ¹	s u t u	s u t u	s u ³ t u ¹	s u ¹ t u ¹	ð u t u	s u t u	ð u t u	s u ¹ t u ¹	ð u t i	x u ¹ t u ¹	s u ¹ t u ¹	s u ³ t u ¹	s u ³ h t u ¹	s u t u	h u t i		s u t u		ʃ i ʔ ⁴ + d r e h ³	ð u tʲ u	ð u ³ t i ¹	ð u t u	s u t u	ð u t u	s u t u	s u ³ t u ¹	s u t u	h u ¹ t u ¹		h ʉ t ʉ	ð u t u			ð u ⁵ t u ⁵	s u t u	s u t u	ð u t u	ð u t u		s u t u		s u ¹ h t u ¹	s i ¹ t i ¹	θ ʉ t ʉ	tʃ e h ³ + s n o ³ ʔ o ³²	s u t u	ð u t u	s u t u	θ ʉ t ʉ	ð u t u	s u t u ¹	ð u t u	s u t u	s u t u		s u ³ t u ³	ð u t u	s u t u	s u t u		h u ¹ t i ¹		ð u̥ t u	ð u t u	s u t u	i + ð u t u	s u t u	s u t u	s u t u	s u t u	ð u t u	ð u t u	s u t u	s u t u		ð u ⁵ t u ⁵	s u t u	s u ³ t u ³	s u ¹ t u ¹	s u t u	ð u t u	ð ʉ t ʉ	ð u t u	ð u t u	s u t u	s u ¹ t u ¹	s u t u	s u ³ t u ¹	s u t u	θ ʉ t ʉ	ð u t u	ð u t u	s u ³ t u ³	s u ⁵ t u ¹	ð u tʲ u	ð u t u	s u ¹ t u ¹	s u t u	s u ³ t u ¹	ð u t u	s u ¹ t u ³	ð u ¹ t u ¹	s u ¹ t u ¹	s u ¹ t u ¹	s u ¹ t u ¹	h u t i		ð u tʲ u
7_bigplural		n a ⁵ ʔ n o ³			n ã ⁵ ʔ n ũ ³					n a ⁵ ʔ n u ³				n a ⁵ ʔ n u ⁵				n a ʔ n u					n a ⁵ ʔ a ³ n o ³					n a ⁵ ʔ n u ³		n a ⁵ ʔ n u ³			n a ʔ n u	n a ³ ʔ n u ³		n a ⁵ n ʔ n u ⁵									n a ⁵ ʔ n u ³																n a ʔ n u																ʔ a ³ t a ³					n a ʔ n u						n a ³ ʔ n u ⁵							n a ⁵ ʔ n u ³				n a ⁵ ʔ n u ⁵		n a ³ ʔ n u ³ ʔ				n a ⁵ ʔ n u ⁵	n a ⁵ ʔ n u ³				
80_pumpkin	i ³ k i ³	j i ³ k ĩ ¹	i k ĩ	j i k ĩ	ʒ ɨ ⁵ k ɨ ³	i ³ k ĩ ⁵	i k ĩ		ɲ ɨ̃ k ɨ̃	i ³ k ĩ ⁵	j i k i	ʒ i k i	i ⁵ k i ³	ʒ i ³ k ĩ ³	i ³ k ĩ ¹⁵	j ɨ k ɨ	ʒ i k i	j ɨ k ɨ	ʒ i k ĩ	k ã m a	k ã ³	ʒ i i	j i ⁵ k i ¹	ʒ ɨ̃ x ɨ̃	i k ĩ		ʒ i kⁿ	ʒ ɨ ³ k ɨ̃ ³	i k ĩ	ʒ i k ĩ	i k ĩ	ʒ i k i ¹	ʃ ɨ̃ k ɨ̃	j ɨ ³ k ɨ̃ ³		ʒ ɨ x ɨ̃	i k i	ʒ i k ĩ	ʒ ɨ x ɨ̃	ʂ i k ĩ	j u k u	j ɨ k ɨ	ʒ i k ĩ	i ³ h k ĩ ¹⁵	ʒ i ³ k ĩ ¹	j i k i	kː ə̃ ³	i k ĩ ¹	ʒ ɨ ɨ ŋ		ʒ i k i		ʒ ɨ ³ k ɨ̃ ³	ʒ ɨ̃ x ɨ̃	i k ĩ	i k ĩ	j i k ĩ	ʒ i k ĩ	ʒ i k ʔ ĩ	j ɨ k ɨ	ʒ i k ĩ	j e k	j i ³ k i ¹	ʑ i ⁵ k i ¹				i k ĩ	i k ĩ	j ɨ k ɨ̃	j ɨ k ɨ̃	j ɨ k ɨ̃		i kⁿ		i k ĩ	j u ⁴ k u ¹	ʒ ɨ ¹ k ɨ̃ ¹	ʒ ɨ k ɨ̃	ʒ ɨ ³ k ɨ ³	i ³ k ĩ ⁵	i k ĩ ʔ	ʒ i k ĩ	i k ĩ	i k ĩ		j ɨ k ɨ	j ɨ k ɨ	ʒ i k i	j ɨ ³ k ɨ ³	i k i	ʒ i ³ k i ¹⁵	ʒ ɨ x ɨ̃	ʒ ɨ k ɨ̃		ʒ i ⁵ k ĩ ¹	ʒ ɨ k ɨ̃	i k ĩ	ɲ ĩ ³ k ĩ ³	ʒ i ³ k i ¹	i k ĩ ʔ	i k i	i ³ k ĩ ⁵	i ³ k ĩ ¹	i ³ k ĩ ⁵	i ³ k ĩ ⁵	i ³ k i ¹⁵	ʒ i k i	ʒ i k i	i k ĩ
81_rabbit		t i ⁵ + l e ³ s õ ³			i ³ s o ¹					l e ³ s o ³			l e ⁵ s u ⁵	i ³ s o ¹	l e ³ s o ³					ʃ a t o ʔ a	ʃ a ³ t o ³		i ³ l o ³					i ³ s o ³					ts i ¹ ð o ⁵		t u k u ³ j a ʔ ³²									l e ¹ s o ³	l e ³ s o ³		tʃ a ³ t o ³															i ð o + k u s a	i ³ s o ¹																																i ¹ s o ³	i ³ s o ³			l e ³ x o ³		i ¹ s o ¹		l e ³ s o ³		l e ³ k o ³		l e ³ s u ⁵¹			
82_rainprecipitation	s a ³ β i ³	s a ¹ β i ¹	s a β i	s a w i	s a ³ u ¹		ð a w ĩ	s a w i	ð a w i	s a ¹ β i ⁵	ð a β i		s a ¹ β i ¹⁵	s a ³ β i ¹	s a ¹ h β i ¹⁵	s a β i	h a β i	s a β i	s a β i	k u m ã ʔ a	g u ³ m ã ¹	ð a β i	ð a ³ i ¹	ð a w i	s a w i	ð a w i	s a w i	s a ³ β u ¹	s a w i	h a ¹ β i ¹	ð a β i	h a β i	ð a ⁵ β i ¹	s a ¹ β i ¹	m ã ³¹	ð a ⁵ u ⁵	s a β i	s a u	ð a w i	ð a w i	k u β i	s a w i	s a β i i	s a ¹ h β i ¹⁵	s a ¹ β i ¹	θ a β i	k u ³ m ə̃ ¹		ð a u	s a β i	θ a β i	ð a w i	s a ³ u ¹	ð a w i	s a w i	s a β i	ð a w i	s a β i	ð a w i	s a w i	s a u	ð a w i	h a ¹ β i ¹		ð a w i	ð a u	s a w i	ð a β i	s a w i	s a w ɨ	s a u	s a w i	ð a w i	ð a w i	s a w i	s a β i	k u ⁴ β i ¹	ð a ⁵ u ⁵	s a β i	s a ¹ β i ¹	s a ¹ β i ⁵	s a β i ʔ	ð a β i	ð a β i	ð ã w i	ð a i	s a β i	s a ¹ β i ¹	s a β i	s a ¹ β i ¹	s a β i	θ a β i	ð a u	ð a u	s a ³ u ¹	s a ³ β i ¹	ð a w i	ð a w i	s a ⁵ β i ¹		s a ³ β i ¹ ʔ	ð a w i	s a ¹ β i ⁵	ð a ¹ β i ¹	s a ¹ β i ⁵	s a ¹ β i ⁵	s a ¹ β i ¹⁵	h a ¹ β i ¹	s a u	ð a w i
83_red	kʷ a ³ ʔ a ³	kʷ a ⁵ ʔ a ⁵	kʷ a ⁵ ʔ a ²	kʷ a ⁵ ʔ a ⁵	ɲ ũ ³ ɲ ũ ³	kʷ a ⁵ ʔ a ⁵	kʷ a ʔ a	kʷ a ⁵ ʔ a ⁵	kʷ e ʔ e	kʷ a ⁵ ʔ a ³	kʷ a ʔ a	kʷ a ¹ ʔ a ⁵	kʷ a ⁵ ʔ a ¹	kʷ a ⁵ ʔ a ⁵	kʷ a ⁵ ʔ a ³	kʷ a ʔ a	kʷ a ʔ a	kʷ a ʔ a	kʷ a ʔ a	w e ʔ a	m ã ² + r e ³		kʷ a ³ ʔ a ⁵	t u + kʷ e ʔ e	kʷ a ʔ a	kʷ a ʔ a		kʷ e ⁵ ʔ e ⁵	kʷ a ʔ a	kʷ a ⁵ ʔ a ⁵	kʷ a ¹ ʔ a ⁵	kʷ a ʔ a	kʷ e ¹ ʔ e ⁵	kʷ a ³ a ³ ʔ a ⁵	m a + ʂ e ¹³	kʷ e ¹ ʔ e ⁵	kʷ a ⁵ ʔ a ¹	kʷ a ʔ a	t ɨ + kʷ e ʔ e		kʷ a a	kʷ a ʔ a	kʷ a ʔ a	kʷ a ⁵ ʔ a ³	kʷ a ⁵ ʔ a ⁵	kʷ a ʔ a	m a ² + ɾ e ³	kʷ a ʔ a	kʷ e ʔ e	kʷ a ʔ a	kʷ a ʔ a	kʷ a ʔ a	x a ¹ + kʷ a ¹ ʔ a ⁵	i kʷ e ʔ e	kʷ a ʔ a	kʷ a ʔ a	kʷ a ʔ a	kʷ a ʔ a		kʷ a ʔ a		j a ʔ a	kʷ a ³ ʔ a ⁵	kʷ a ʔ a	kʷ e ʔ e		kʷ a ʔ a	kʷ a ʔ a	kʷ a ʔ a	kʷ e ʔ e	kʷ e ʔ e	kʷ a ʔ a	kʷ a ʔ a	kʷ a ʔ a	kʷ a ʔ a	kʷ a ʔ a	kʷ ɑ ⁵ ʔ ɑ ¹	t ɨ ¹ + kʷ e ¹ ʔ ẽ	kʷ a ʔ a	kʷ e ⁵ ʔ e ⁵	kʷ a ⁵ ʔ a ¹	kʷ a ³ ʔ a ⁵	kʷ a ʔ a	kʷ a ¹ ʔ a ⁵	kʷ ã ʔ a	kʷ a ʔ a	kʷ ã ʔ ã	kʷ a ʔ a	kʷ a ʔ a	kʷ e ⁵ ʔ e ⁵¹	kʷ a ʔ a	kʷ a ʔ a			kʷ a ⁵ ʔ a ⁵	kʷ a ³ ʔ a ¹		kʷ a ʔ a	kʷ a ⁵ ʔ a ⁵	kʷ a ⁵ ʔ a ⁵	kʷ a ⁵ ʔ a ⁵	kʷ a ʔ a	kʷ a ⁵ ʔ a ³	kʷ a ³ ʔ a ⁵	kʷ a ⁵ ʔ a ³	kʷ a ⁵ ʔ a ¹	kʷ a ⁵ ʔ a ¹	kʷ a ʔ a	kʷ a ⁵ ʔ a ³	kʷ a ʔ a
84_rich		kʷ i ⁵ k a ⁵			k u ⁵ k a ⁵					kʷ i ⁵ k a ³			kʷ i ⁵ k a ³	k u ⁵ k a ⁵	kʷ i ⁵ h k a ³					ʃ i + r u w e ʔ a	ʃ i ² + r u ³ ʔ w e ³²		kʷ i ⁵ k a ⁵					k u ⁵ k a ⁵		kʷ i ¹ k a ⁵				k u ⁵ k a ⁵	ʂ u ʔ w e ³²						k u i k a			kʷ i ⁵ k a ³	kʷ i ⁵ k a ⁵		tʃ u ² + ɾ u ³ ʔ β e ³²														kʷ i k a	k u t u	k u ³ i ⁵ k a ⁵														ɾ i ⁴ k u ¹											t j a ³ j ɨ ³ ɨ ³								k u i ⁵ k a ⁵			kʷ i ¹ k a ⁵		β i ³ k a ³ ʔ		kʷ i ⁵ k a ⁵		kʷ i ⁵ k a ⁵	β i ⁵ k a ³	kʷ i ⁵ k a ³			
85_rooster	t o ³ ʔ l o ¹	ⁿd u ³ ʃ u ⁵ + tʃ e ⁵ e ³			l i ⁵ ʔ i ³					tʃ e ⁵ l e ³			t o ⁵ ʔ l o ³	l i ⁵ ʔ l i ³	tʃ e ⁵ l e ³			ⁿd ɨ β ɨ + tʲ a ʔ n u		l o ʔ o	d e ⁴ + ʔ l o h ¹		tʃ e ⁵ l i ³					l i ⁵ ʔ l i ³						ts i ³ + t o ³ o ³ ʔ o ⁵	t o ʔ l o ³	l i ¹ ʔ i ⁵					t u u + ts ã			tʃ e ⁵ l e ³	tʃ e ⁵ l e ³		t o ³ ʔ l o ³																tʃ e ⁵ l e ³														t u ⁵ + s a ⁵ ʔ ã ¹											l o ⁵ ʔ o ⁵								l i ³ ʔ i ³							tʃ e ⁵ l e ³		tʃ e ³ ʔ l e ³	ⁿd u ³ ʃ i ⁵ + tʃ e ⁵ e ¹ ³	t o ⁵ ʔ l o ³			
