Cognate_ID	Arak	Arem	Bahnar	Bit	Bonda	Bru	BruVK	Bugan	Car	Chong	ChongH	Chrau	Cuoi	Dakkang	Deang	Didra	Gantang	Guanshuang	Hadang	Halang	Hre	Hu	Iduh	JahHut	Jahai	Je	Jeh	Jru	Juang	KSurin	Kadong	KahoChil	Kantu	Kasong	Katu	Kensiw	KhaPhong	Khamet	Khang	Kharia	Khasi	Khme	Khmer	Khmu	KorCua	Korku	Ksinmul	Kui	KxinhMul	LaoKatu	Liha	MBunong	MDip	MRolom	Ma1	Ma2	Mak	Malieng	Mane	Mang	Mangan	Mlabri	Mon	Mundari	MuongKoi	Nancawri	Neu	Nge	Nhaheun	Nyakur	Ong	Oy	Pakoh	Paliu	Pangpin	Panong	Parengi	Phong	PhongV	Plang	Pray	Rengao	Ruc	Rumai	Samre	Santali	Sedang	Semai	Semelai	SemoqBeri	Shuangdiang	So	Sora	Sre	Stieng	Taoi	Taoih	Tariang	Temiar	Tempuan	Thavung	ThavungSo	ThoMon	Tri	Tuum	Veh	Vietnamese	Wa	Yongde
81_stone	t ə m ɔ	a t æ ʔ	t ə m ɔ	l o ŋ	b i r e	t ə m a w N/⁵	t a m a w	ɣ ɔ ³³	i + h o ŋ	kh/kʰ ə m o ʔ A/¹	m ɔ ʔ A/¹	t a m o	t a ²³ ʔ	t ə m ɔ	m ɛ u	h m o L/⁵⁵	m u ⁵⁵	mh/m̥ ɔ ʔ ²	h m o	m o	h m ɔ	ç a ʔ ³³ + m o ⁵⁵	g l î/i ŋ	t ə m ɔ ʔ	t u ŋ k ɔ̃/ɔ l	h m ɔ ⁴⁴	t ə m ou T/¹⁵	t ə m ɔ	e g e ḍ/ɖ	th/tʰ m â/a	h m o	l o ʔ	d ʔ ə l	k ə m o B/²	d ə l	b a t u ʔ	k ʌ j ³³	kh/kʰ o n ³¹ + m o ʔ ⁵³	th/tʰ ɔ n ³³ + n ɔ n ³	s o r e ŋ	m a w	s i ³¹ + ŋ o ʔ ⁵¹	th/tʰ ə m ɔ	g l a ŋ	ph/pʰ a w + k ə t	g o t a	ʔ ə l iə ŋ	t ə m a w N/⁵	ʔ ə l iə ŋ ¹³	ʔ a m ɔ	t a ⁴²⁴	l u ʔ	l u ʔ	m ə o	l o ʔ	l o ʔ	t ə m au	t a t a ³⁴ ʔ	k ə m u ʔ ³³	c/ts o ŋ ³³ + g i ³¹	s i ³³ + m u ʔ ⁵⁵	g ɛ p	t m a ʔ	d i r i	kh/kʰ u ⁵	m a ŋ + ŋ e	t ə m a w	t a m ɔ	n w ɔ	h m ɔ ʔ ¹	t a m ɔ B/²	t ə m ɔ	b u l	m au ¹¹	s i + m o ʔ ³³	m a w	a r e ŋ	k l i ŋ	t a ⁴⁴	ʔ u k ³¹ + s a ³¹ + m u	ŋ ɔ l + k ia ŋ	m u T/¹⁵	l a t a	m au ⁴¹²	th/tʰ a m o C/³	dh/dʰ i r i	h m o w T/¹⁵	b a t u ʔ	t ə m u	t ə m u ŋ	s a ⁵¹ + m u ³¹	k u l	a r e ŋ	l u ʔ	t ə m au	d ʔ ə l	ʔ a m ɔ	t ə m ɔ	b a t u	mh/m̥ a w	k ɔ n + k i h B/²	k ɔ n + k i h ¹	th/tʰ u ³⁴³ˀ/³⁴³	k o l B/²	t a ²¹²	h ə m ɔ	ɗ á/a	s i + m au ʔ B/²	n a p ³¹ + m u ⁵⁵
82_sun	m a t + p r ɦ ɨa h	m ầ/a t + k a r æ ŋ	ʔ n a r	tɕ i ŋ + ŋ ä/e	s i ŋ i	m a t B/² + m ə n a ŋ N/⁵	m a t L/⁵⁵ + m a nd/ⁿd a ŋ	p i ³⁵	t a + v u + ə j	m ə t C/³ + th/tʰ ə ŋ i ʔ A/¹	m ə t B/² + ŋ i ʔ A/¹	m a t + n a r	m a t ³¹ + p l ə j ³³	m a t + t ə ŋ a j	s i + ŋ ɔi	h ĩ/i L/⁵⁵	ŋ ai ³³ + ŋ i ⁵¹	ŋh/ŋ̊ e ʔ ²	m a t + h i	m a t + ŋ a j	m ə h i L/⁵⁵	ŋ ai ³³ + ŋ i ʔ ⁵⁵	c/ts a ŋ â/a j	m a t + k ə t ɔ ʔ	k i t + k t ɔ ʔ	m a ŋ ³³ + ŋ a j	m a t + ŋ a j	t ə ŋ a j	b e l o	th/tʰ ŋ a j	m a t + h i	m a t + t ə ŋ a j	m a t + b ə r b a ŋ	th/tʰ a ŋ i B/²	m a t + p l ɛ ŋ	m e t + k a t ɔ ʔ	m a t ³³ + k o l ⁴³⁴	ŋ ai ³¹ + ŋ i ʔ ⁵³	ŋ a j ³³	b e r̥ o	s ŋ i	ŋ ai ³¹ + ŋ i ʔ ⁵¹	th/tʰ ə ŋ a j	m a t + b r i ʔ	m a t + h ŋ ə j		c/ts ə l ŋ e	m ə n ia ŋ B/²	m a t ¹³ + s ə ŋ ɛ ³³	m a t + t i ŋ a j	m a t ³¹ + p l ə j ⁴³	n a r	m a t + n a r	n a r		m a t + b ə ŋ ə	ph/pʰ ua ʔ	m ʌ t ²⁴ + k o n ³³	ŋ ai ³⁵ + ŋ i ʔ ³³	m a t ⁵⁵ + n i ³⁵	ŋ ai ⁵⁵ + s i ³³ + ŋ i	ʔ a k + dʑ o ŋ	t ŋ a j	s i ŋ g i	m a t ⁵ + t l ə j ¹	h ɛ́/ɛ ŋ	m a n a ŋ	p a t + m b a ŋ	n ɨə j	h ŋ a j ¹	r a b a ŋ B/²	t ə ŋ a j	m a t + r ə b a ŋ	lˠ ai ⁵⁵ + q a ⁵⁵ + h	ŋ ai ³¹ + s a ʔ ³¹ + ŋ	m a t + h a j	e ʔ e n	s ŋ a j	m a t ⁴⁴ + p l ə j ²¹	ŋ ai ³¹ + s a ³¹ + ŋ i	ŋ i ʔ	m a t L/⁵⁵ + h i L/⁵⁵	m əʌ t ⁴ + p l əi ²	s i ⁵⁵ + ŋ ai ⁵¹	s a n i C/³	s i ɲ + c/tsʰ a nd/ⁿd o	h ã j L/⁵⁵	m a t + dʑ i s	m a t a + ʔ a r e ʔ		ŋ ai ⁵¹ + s a ⁵¹ + ŋ i	m a t + m a n a ŋ	u j u ŋ	m a t + t ə ŋ a j	n a r	m a t + b ə r b a ŋ	m a t + m b a ŋ	m a t + t ə ŋ a j	m a d + ʔ i s	d ʔ a l	m a t B/² + kh/kʰ a ʔ l a ŋ C/³	m a t + kh/kʰ a l a ŋ	m a t ³⁵ + ṭ/ʈ ə j ⁴³	m t a ŋ	m a t ³³ + p l ə j ³³	m a t + ŋ ə j	m ă t + t r ò/o i	s i + ŋ ai ʔ B/²	ŋ a ŋ ³¹ + kh/kʰ i n ³³
83_swim	c/ts ɦ u h	ŋ ù/u ə l ʔ	g l ə j	t ä/e ʔ + ʔ ua i	p ɔ ŋ ɔ r	l o j B/²	l o j	c/ts i T/¹⁵ ³⁵ + d a ³⁵	j ə	l ə j A/³⁴ + th/tʰ a k C/³	l ɔ j B/²		p ə j ³³	k a j	l a m + ŋ ɛ	g l e L/⁵⁵	k l a ⁵⁵		k l ə́/ə j	dʑ ə l o j B/²	g l a j L/⁵⁵	l ɔi ³³	v â/a j + p â/a j	l ə j	k ə w a c/ts	h o p ³¹	p ə l o j L/⁵⁵	ɟ u h	p õː/oː r e	h ɛ l	k l a j	r ɛ	ʔ i p ɔ ŋ	l o j A/³⁴ + t a k C/³	p ə ŋ	ʔ i l a j	u p ə j ³³	d a m ³⁵	b ə j ³²⁴	p ã w r e	dʑ i ŋ i	d a m ³¹ + ʔ o m ⁵¹	h e l	k ə l j ɔ ŋ	dʑ ə l o j	v eː r	l o j	l ɔ j B/²	l ɔ j ³³	l u j	p ə j ³³	r ɛ	r ɛ	r ə j	r i	r e	l uə j	ŋ uə c ⁵⁴⁵	l ɔi ³¹	ʔ a ³¹ + l ua ŋ ³¹	s u p ³³	w a j + w ə k	t a b i ŋ	o y a r	l o j ⁵	k i + c á/a l	l ɔ j	p o h	dʑ u h	b i ɲ ¹	p o h	r ɛ	p ɔ ŋ	k a t ⁵³ + nd/ⁿd e ⁵³	l ɔi ⁵¹	s i l u j	p o r e j	g ə l + ʔ ɔ j	l ɔ j ⁴²	l ɔi ³¹ + ʔ u m ⁵¹	w a j + n ɔ k	g l ə j L/⁵⁵	a j a	m â/a n ⁴¹² + ɛ m ⁵¹	l u j A/³⁴ + t a k C/³		k l e L/⁵⁵	l ɔ j	ʔ i l ɔ j	ɲ l a j	l ɔi ⁵¹ + ʔ o m ⁵¹	l ua j	é/e ŋ + d a	r e	r e	p o h A/¹	p ɔ ŋ	c/ts ə l u j	k a j o h	r e j	l o j ʔ C/³	ʔ a d o j ²	p ə j ³³	l oi B/²	p ə j ³³	dʑ ə l o j	b o i	l oi B/²	n a p ³³ + p u t ⁵⁵
84_tail	t ɛ ŋ	t ù/u ə j	k ie ŋ	s ə n t a	p ə r a ʔ	s â/a j N/⁵	s ɔ j	p a ⁵⁵ + w ei ³¹	l a m + r̥ i t	ph/pʰ a t A/¹	ph/pʰ a t A/¹	t ie ŋ	t ɔ j ²⁴³ˀ/²⁴³ + t ɔ j	s a w	s ə t ɛ	t i g ŋ	p u t ³¹ + th/tʰ a ⁵⁵	s i + t a ʔ ¹	t i ŋ	t ia ŋ	t e ɲ	ɟ a t ³³ + kh/kʰ a ʔ ⁵⁵	h a n t â/a	s ə n t a ʔ	h a t i ʔ	t ɛ k ⁴³	t e ŋ T/¹⁵	s ua j	a ṭ/ʈ a ḍ/ɖ	k a n t u j	t i ŋ	t ie ŋ	s ɔ j	ph/pʰ a h A/¹	s â/a j	h ə t i ʔ	t ɔ j ⁴³⁴	th/tʰ a ʔ ⁵³	k a t a ³²	p a t a	t d o ŋ	th/tʰ a ⁵¹	k ə nd/ⁿd u j	h ə n t a ʔ	ʔ a h l ɔ j	c/ts u d	h ə l t a	s â/a j N/⁵	h ə n t a ³³	s ɔ j	t ɔ o j ³¹ + t ɔ o j ⁴³	tʃ j a ŋ	dʑ a ŋ	t ie ŋ	t ɛ a ŋ	t i ʌ ŋ	s ɔ j	t uo j ³³	k ə t a ʔ ¹	h ö/o ³⁵	s i ⁵⁵ + th/tʰ a ʔ ⁵⁵	h ɨ + t a	b a t a	c/ts a d l o m	d uə j ²	r é/e t	s ɔ j	s ɔ j	s ua j	p ə t a ʔ ¹	s ɔ j ʔ	s ua j	s ɔ j	j i ³³	s i + th/tʰ a ʔ ⁵⁵	t j a k	a l a ʔ		t ɔ j ²¹	s a ³¹ + t a ⁵¹	n th/tʰ a l + l ɔ l	t i ŋ T/¹⁵	t uo j	s i ⁵⁵ + t a ⁴¹²	ph/pʰ a h A/¹	c/ts a ɳ ḍ/ɖ b o l	t i ŋ T/¹⁵	s n t a ʔ	p â/a s	h ə t e ʔ	s a ³¹ + th/tʰ a ³¹	s ɔ j	ə l á/a	t ia ŋ	t ie ŋ	s ɔ j C/³	s ɔ j	s ɔ j	s ɛ n t a ʔ	c/ts a ŋ	t o j C/³	t ɨ j ¹	t uo j ⁴³	s ɔ j	t ao j ³³	t ɛ ŋ	ɗ u ô/o i	d a ʔ	c/ts u t ³¹ + th/tʰ a ⁵⁵
85_that	ʔ ɛ		ʔ n o h	ʔ ɨ r	g i t i + n	k i B/²	k i	k i ³³	ŋ a + m u + a ŋ	kh/kʰ ə n C/³	t ə n B/²	n o ʔ	n ä/e ³⁴	h a + n a j	a n a n	t a	n e ³¹	ʔ a n ¹	m ɛ̃ h	d r o w	m ɛ h	t l a ³³ + m ɔ ³¹	n ɛ̂/ɛ	n i n	t a n i ʔ	ʔ i ³³		ʔ ɲ iə ʔ	e r e	ʔ + n u h	m ɛ h	ʔ d a h + t ɔ ʔ	ʔ ə n t e h	t e n C/³	t e h	ʔ ɔ n	n a ³³ˀ/³³	a + ɛ ³⁵	n i ³⁵	h a + n	b a	m a ³³	n ao h	h o ʔ	h ə ʔ	d eː	p ə ʔ o w	k ə j N/⁵	k ə h ³⁵	ʔ d e ʔ	n a ³⁴	t ɛ ʔ	ʔ i + t ɔ	h ɨ n	t ɔ ʔ	t ɔ		ʔ u ³³ + n a ⁵¹ˀ/⁵¹	ʔ ɔ n ³⁵	t ə ⁵⁵ + m ɛ ³¹	n ɛ ʔ ⁵⁵	ɲ ɔ	t e ʔ	h a n + i ʔ	t i ³	a n e	k a j	ŋ k a j	ʔ ŋ e	t e ʔ ¹	n t u h	t i ʔ	ʔ ə k i	nd/ⁿd ɨ ⁵⁵	nʰ ɛ ʔ ⁵⁵	ɲ a	h a n a	m ʔ ɛ j	k e ⁴⁴ + h u j ⁴⁴	t e h ³¹	ʔ a n	m e h T/¹⁵	h e	t ɔi ⁵¹	t e n C/³	u n + i	m e T/¹⁵	ʔ a dʑ e h	k e	t ə ʔ	r ɛi ³³		k u + n	ch/tsʰ i + n ɛ	p ai + t o	ŋ k i A/¹	n t e ʔ L/⁵⁵	n a k	t u j	p ə n o h	h a ʔ l a k	l a ʔ ¹	ʔ ə ⁴³⁴ + c ɨə ⁴³	k i	k i ²¹ + n ɔ ʔ ⁴⁵	ʔ ə j	k ia	ʔ a + n	th/tʰ oi ³³
86_this	n ɛ		ʔ n ou	ʔ e	k ɔ ʔ + n	n ʌ j B/²	ʔ a n ʌ j	n i ³³	ŋ i h	ʔ a n A/¹	ʔ a n A/¹	h ɛ ʔ	n i ³³	h a + n ɔ	ʔ ɨ	k o	n i ³¹	ʔ ɛ n ¹	kw/kʷ a	a n	k o	n + n e ʔ ⁵⁵	n î/i	d o h	t + ə h	h ə́/ə ʔ ³⁵	m ou T/¹⁵	n e ʔ	n i	ʔ + n i h	kw/kʷ a	d ɔ	ʔ a d o	ʔ a n A/¹	n o	ʔ u n	n i ²²	a + i ³³	ʔ e ³⁵	h i + n	n e	ɲ e ⁵¹	n ə h	g i	n ɛ ʔ		ʔ i	n ɛ B/²	n ə j ³³	ɲ ɨ	n əi ³³	ʔ aə	ʔ i + j a	h a w	d o	d ɔ		n i ⁴³	ʔ ia n ³⁵	ʔ a ³¹ + ʔ i n ⁵¹	n i ³³	g ɔ	ɳ a ʔ	n i + i ʔ	n i ¹	e n	n ɛ	n ɛ	ʔ n e	ʔ ɔ ʔ ¹	n ɔ	n ɛ	ŋ ə h L/⁵⁵	n i ⁵⁵	nʰ i ³¹	n ɔa	i n ḍ/ɖ i	h a j	k e ⁴⁴ + n i ²⁴	nʰ i ³¹	s i ʔ + n e	k u L/⁵⁵	n i ¹	n i ⁴¹²	ʔ a n A/¹	n u + i	k o T/¹⁵	ʔ a d ɛ h	ʔ n ɔ ʔ	n ɔ ʔ	h a ³³		k a + n	ch/tsʰ i + d ɔ	p ai + ʔ au	n ɔ A/¹	ŋ ə ʔ L/⁵⁵	n a	d o h	a	h a ʔ l i	kh/kʰ ɨ ² + ʔ a l i ³	n i ⁴³⁴	n â/a j	k i ²¹ + n ə j ⁴⁵	m ə m	n à/a y	ʔ i n	h a ³¹ + m i ⁵¹
87_thou	m a j	m ɨ̀/ɨ j	ɛ	m i	n ɔ	m ʌ j B/²	m ə j	m ɨ ³¹	m ɛ h	k ɛ A/¹	p o B/²	m a j	m i ²⁴³ˀ/²⁴³	m a j	m əi	n ɔ	m i ³¹	m ɛ ʔ ¹	n ə́/ə w	i h B/²	i h L/⁵⁵	m e ʔ ⁵⁵	h a m + m û/u	ʔ i m a ʔ	m i ʔ	m e j ³³	m i	s a w	a m	k ɨə t	ʔ n o	m e	ʔ a m a j	p o C/³	ʔ ə m a j	b ɔ ʔ	c/ts a k ¹³	m e ʔ ⁵³	m i ³⁵	a m	m e	ɲ i ⁵³	ʔ n ɔ k	m e	m a j + ʔ iə	a m	m i h	m ua ŋ B/²	m i h ³⁵	m a j	m ə j ³³	m a j	m a j	m ɛ	m i	m n e h	m ɛi h	m ə dʒʰ ¹⁵	m i ʔ ³³	ʔ a ³¹ + m i ³¹	m i ⁵¹	m ɛ	b e h	a m	z a ²	m e	m a j	m a j	s a	ph/pʰ e h ¹	m a j B/²	s a ɨ	m a j	m i ³³	m i ⁵¹	k o h	m o̩/o m a ŋ	m ɔ	m i ⁴⁴	m i t ³³	m a h	i h T/¹⁵	m i ¹	m ai ⁵¹	p o B/²	a m	ʔ ɛ h L/⁵⁵	h ɛ ʔ	dʑ i	h i ʔ	m i ⁵¹	m a j	a m ə n	m e	a j	m a j A/¹	a m ɛ	m a j	h a ʔ		m i ʔ B/²	m i ²	z ə w ⁴³	m â/a j	m ə j ³³	m e	m à/a y	m ai ʔ	m i ⁵¹
88_tongue	m p ɛ t	l ì/i ə h	r ə p ie t	s ɨ ŋ t a k	l e ʔ a ŋ	l ia dʒʰ B/²	l iɛ dʒʰ	p ə ⁵⁵ + l ai ³³	l i + t a k	k ə t a k B/²	t a ʔ k A/¹	l a p ie t	l a l ³³	n t a k	k a + t a ʔ	ch/tsʰ p i ʔ	th/tʰ a k ³¹	d a k ¹	l e w	r ə p ie t	r a p ɛ t	n + th/tʰ a k ³³	h a n t â/a	l ə n t a k	l ə n t e k	p ɛ k ³¹	r ə p ie t T/¹⁵	p ia t	a c l a ŋ	n a t	l ɛ w	m p l ie t	ʔ ə n t a k	r a t a k B/²	n t a k	l a t i k	l a j ³³	th/tʰ a k ³³	k a t a k ³⁵	l a ŋ	th/tʰ y ɭ ie d	th/tʰ a t ⁵⁵	ʔ ə ŋ t a t	h ə n t a k	p iə t	l a ŋ	h ə l t a k	n t a ʔ N/⁵	h ə n t a k ³⁵	t a k	l a c ³¹	m p j a t	m b a t	p ie t	p l ie t	p l ie t	l ia i h	l ᵻ̯/ɨ a ɨ ⁵¹ˀ/⁵¹	k ə t a k ³⁵	l ə ŋ ³¹ + d a k ⁵⁵	l e ³³ + th/tʰ a k ⁵¹	r ɨ t + l a t	k a t a k	l e ʔ	l a j ⁵	k a l i t á/a k	t a ʔ	n t a k	p ia t	n t a k ¹	n t a ʔ B/²	h u p ia t	n t a ʔ	l ɔ ¹¹ + l i m ³¹	dh/dʰ a k ⁵¹	p j a ʔ	a l a ŋ	t a ʔ	l a c ⁴²	k a ³¹ + t a k ⁵¹	n th/tʰ a k	r ə p e t T/¹⁵	l əa r ²	s i ⁵⁵ + t a ⁵¹	k a t a k C/³	a l a ŋ	r ə p e L/⁵⁵	l n t a k	l ə p ɛ s	l ə p ɛ s	lh/l̥ a ¹¹ + th/tʰ a k ⁵¹	l i j a h	l a ŋ	l ə m p ia t	l p ie t	n t a ʔ A/¹	n t a k	p ia t	l ɛ n t a g	p iə t	l ai h B/²	l əa rh/r̥	l a j ⁴³⁴	l iə i h B/²	l a c ²¹	r a p ie t	l ɨə̯ i	d a k	th/tʰ a t ³³
89_tooth	c/ts ə n a ɲ	a th/tʰ a ŋ	s ə n e ɲ	s r o ŋ	g i n e	k ə n ɛ ŋ N/⁵	k ə n e ŋ T/¹⁵	c/ts ə ³⁵	k a p	kh/kʰ o j A/¹	kh/kʰ o j A/¹	s e c/ts	n ɛ ŋ ²⁴	k ə n ia ŋ	rh/rʰ a ŋ	h ə n e ŋ	kh/kʰ ə t	rh/rʰ a ŋ ¹	h n ɛ ŋ	h ə n e ŋ	h n i ŋ	kh/kʰ i ŋ ⁵⁵	r î/i ŋ		h ɛ̃ ɲ	p o k ³¹	s i ʔ n e ŋ T/¹⁵	p ə ŋ	d a n t o	th/tʰ m e ɲ	h n ɛ ŋ	s e ʔ	k i n ɛ ŋ	kh/kʰ o j A/¹	k ə n ie ŋ	ɲ ũ/u s	k a s a ŋ ¹³	kh/kʰ ɛ ŋ ⁵⁵	h ɨ ŋ ³⁵	g o n e	b y n ia t	s e ŋ ⁵⁵	dh/dʰ ə m ə ɲ	h r a ŋ	k a n ɛ ŋ	t i ṛ/ɽ i ŋ	h ə g iə ŋ	k ə n ɛ ɲ N/⁵	h ə nh/n̥ r iə ŋ ³³	k i n ia ŋ	n ɛ ɲ ³³	s e k	s e k	s i k	s i ʔ	s i ʔ	kh/kʰ ə n ɛ ŋ	k a s a ŋ ³³	x a ŋ ³⁵	m ɨ n ⁵¹	n kh/kʰ e t ⁵⁵	dʑ ə n	ŋ e k	ḍ/ɖ a t a	s a ŋ ²	k ə́/ə p	k ə n ɛ ŋ	k a n ia ŋ	p ə ŋ	ŋ iə k ²	k a n ɛə ŋ B/²	p ə ŋ	k i n ɛ ŋ	m a n ³¹	rh/rʰ a ŋ ⁵¹	s i n ɛ ŋ	z i ʔ	h r i ŋ	k ə n ɛ ŋ ²⁴	h a ŋ ³³	s ə ŋ	h ə n e ŋ T/¹⁵	k a s a ŋ ¹	rh/rʰ a ŋ ⁴¹²	kh/kʰ u j A/¹	ḍ/ɖ a t a	h ə n ɛ ŋ T/¹⁵	l m u ɲ	l ə m ɔ ɲ	l ə m ɔ ɲ	ʂ a ŋ ⁵¹	c/ts i n ɛ ŋ	dʑ ʔ i	s e	ch/tsʰ e k	k ə n ɛ ŋ C/³	k i n ia ŋ T/¹⁵	p ɨ ŋ	m ɔ ɲ	s ə n ai ɲ	k a ʔ + s a ŋ	k a s a ŋ ²	s a ŋ ⁴³	k a n ɛ ŋ B/²	n ɛ ɲ ⁴⁵	h ə n ɛ ŋ	r ă n g	rh/rʰ a ŋ	kh/kʰ a p ⁵⁵
8_black	t ə ŋ ɨa m	th/tʰ e w	g a m	ʔ âi/ai t	m i ṛ/ɽ e ʔ	k o m N/⁵	k u m T/¹⁵	n a T/¹⁵ ³⁵	h u + r i ŋ	c/ts a ŋ B/²	c/ts a ʔ ŋ A/¹	s i nd/ⁿd o c/ts	z ə m ³⁴³ˀ/³⁴³	k ə j ua ŋ	v a ŋ	b r a ŋ	l a k ⁵⁵	l u ŋ ²	p r a ŋ	ʔ ɲ u ŋ	g a m	l a ŋ ⁵⁵	ŋ ɛ̂/ɛ ŋ	h i t e m	g ə c ĩ/i h	ŋ a t ³⁵ + k a ⁴³	ʔ ɲ u ŋ	ʔ j o ŋ	k a ɭ ia	kh/kʰ m a w	p r a ŋ	dʑ u ʔ	ŋ o m	c/ts a ŋ A/¹	t a m	b ə l t ɛ̃ k	ɲ ɨ m C/³	l a ŋ ⁵⁵	l a ³²⁴	m o gh/gʰ e r	i o ŋ	l a ŋ ³³	kh/kʰ ə m a w	h iə ŋ	dʑ u ʔ	h e nd/ⁿd e	ʔ o c/ts	t w ɛ ɲ N/⁵	ʔ ɔ c ⁴⁵	m a ŋ + k a r m a ŋ	d ɛ n ³³	k r a k	ŋ r a k	dʑ u ʔ	dʑ u ʔ	dʑ u	kh/kʰ o m	t ɛ n ²²	l ɔ ŋ ³³	s u ⁵¹	l a k ³³	ph/pʰ a + d a m	l a m c ao k	h e nd/ⁿd e	z ə m ¹	ʔ ᵻ́/ɨ l	t ə w ɛ ŋ	ŋ g o c/ts	ŋ ia w	ph/pʰ l iə t ²	ŋ g oi c/ts	ŋ ia w	k o m T/¹⁵	l j ai ³¹	l a k ⁵⁵	p r a k	a s a ʔ j	j a m	k l ia ŋ ⁴⁴	lh/l̥ ɔ ŋ ³¹	s i + ɲ a m	ɲ u ŋ T/¹⁵	p a t i ¹	v o ŋ ⁵¹	c/ts a ŋ A/¹	h e nd/ⁿd e	p r a ŋ T/¹⁵	b l ʔ a k	b ə l ʔ u r	b ə lh/l̥ e t	l a k ³¹	s i + ʔ ɛ ŋ	j á/a g a	dʑ u	ɲ o ŋ	k o m A/¹	ŋ o t L/⁵⁵	m a ŋ	r e ŋ a h		ɲ u m ʔ B/²	ɲ u m	z ə m ⁴³⁴	ɛ ŋ	d ɛ n ⁴⁵	ə ɲ o ŋ	ɗ e n	l u ŋ B/²	l a p ⁵⁵
90_tree	t ə m + ʔ l ɔ ŋ	c/ts i r ầ/a ŋ	ʔ l ɔ ŋ	tɕ o ʔ + ʔ u ŋ	s e m u k	ʔ ə l ua ŋ B/²	k a l L/⁵⁵	s a ɨ ³¹	c/ts o + n */ə	n e m B/² + ʔ u t A/¹	n ɛ m ʔ A/³⁴ + ʔ u t A/¹	ch/tsʰ ə	k ə l ³¹	t ə m + ɭ ɔ ŋ	h e	l j o ŋ	s i ⁵⁵	kh/kʰ au ʔ ¹	lw/lʷ a ŋ	ʔ l uo ŋ	l oa ŋ	ɟ e ʔ ⁵⁵	l â/a m + n a ʔ ô/o ŋ	n a h ɔ̃/ɔ ʔ	dʑ ə h ũ/u ʔ	ʔ l ɔ k ⁴³	ʔ l o ŋ T/¹⁵	t ʌ m + ʔ l ɔ ŋ	s u m u + s i ŋ	d ʌ m + c/tsʰ ə	l ɔ ŋ	ch/tsʰ i	t ə m + ʔ ə l ɔ ŋ	th/tʰ e m B/² + n i h A/¹	n l â/a ŋ	ʔ i h ũ/u ʔ	k ɨ l ⁴³⁴	k ɔ ³⁵ + s e ʔ ⁵³	m a ³¹	d ɔ r u	d ie ŋ	ʔ o ³³ + s e ⁵¹	ṭ/ʈ aə m + ʒh/dʑʰ aə	s ʔ ɔ ŋ	b ə ʔ ɔ l	s i ŋ	c/ts ə ʔ uə ŋ	kh/kʰ a l B/²	l e m ³⁵		k ə n ⁴³	s i	t a m + s i	ʒh/dʑʰ i	ch/tsʰ i	g l e	l ua ŋ	k ə j ³³	kh/kʰ u ʔ ¹	h ɛ o ³⁵	s i ʔ ⁵⁵	l a m	ch/tsʰ u	d a r u	k ə l ²	ʔ u ɲ í/i h a	l ɔ ŋ	nd/ⁿd ɔ ŋ	t ʌ m + ʔ l ɔ ŋ	ch/tsʰ u ʔ ¹	ʔ l ɔ ŋ B/²	t ə m + ʔ l ɔ ŋ	ʔ ə l ɔ ŋ	s au ⁵⁵	ŋ ə p ⁵⁵ + s i ʔ ⁵⁵	lw/lʷ a k	a r a ʔ	s ʔ u ŋ	k a w ²¹ + kh/kʰ l a ŋ ²¹	kh/kʰ u ⁵¹	k a w + l a m	l o ŋ T/¹⁵	k əʌ j ²	t a ŋ ⁵⁵ + h âi/ai ⁴¹²	th/tʰ i m C/³ + n i h A/¹	d a r e	l oa ŋ T/¹⁵	ʒh/dʑʰ u ʔ	d ə l ɔ ŋ	d ə l ɔ ŋ	s i ¹¹	ʔ a l ɔ ŋ	a r á/a	ch/tsʰ i	ʒh/dʑʰ ɨ	t ə k o A/³⁴ + l ɔ ŋ C/³	ɭ ɔ ŋ	t ə m + ʔ l ɔ ŋ	dʑ ə h u ʔ	t ə m + ʔ l o ə ŋ	l a m + th/tʰ a ŋ	l a m	k ə n ⁴³	ʔ ə l ua ŋ	k ə l ⁰ + kh/kʰ l a ŋ ³³	l ɔ ŋ	c/ts â/a y	kh/kʰ au ʔ	th/tʰ a p ³¹ + s i ⁵⁵
