Cognate_ID,Achang,Alike,Atsi,Bahing,Bantawa,Batang,Beijing,Bokar,Bola,Bunan,Byangsi,Chaozhou,Chepang,Daofu,DarangTaraon,Dulong,Garo,Guangzhou,Hakha,Hayu,Japhug,Jieyang,Jingpho,Khaling,Kulung,Lashi,Lhasa,Limbu,Lisu,Longgang,Lushai,MaerkangrGyalrong,Maru,Mikir,MotuoMenba,OldBurmese,OldChinese,OldTibetan,Rabha,Rangoon,Rongpo,Tangut,Thulung,Ukhrul,WobziKhroskyabs,Xiahe,Xiandao,Xingning,Yidu,Zhaba
2902_234_where,,,,,,,,,,,,,,,,,,,,,,,k ă ³¹ + ʒ a ³¹ + k o̠ ʔ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903_234_where,,,,,,,,,,,,,,,,,,,,,ŋ o./o tɕ u,,,,,,,,,,,,,,,,,,,,,,,,ŋ ə̂ l ɑ,,,,,
2904_234_where,,,,,,,,,,,,,,,,ɑ ³¹ + ɹ ɑ ⁵⁵ + k ɑ i ⁵³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904_249_young,,,,,,,,,,,,,,,,,,,k u m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905_234_where,,,,,,,,,,,,,,l o./o + r ə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905_52_thefeather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m u ⁵⁵ + b ɹ ɑ ⁵⁵,
2913_242_thewoman,,,,,,,,,,,,,,,,,,,,,,,,,,,pʰ y ¹³ + m e ⁵²,,,,,,,,,,,b u d + m e d,,,,,,,,,,,,
2920_198_tospit,,,,,,,,,,,,,,ʂ pʰ ə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʌ ⁵⁵ + n pʰ ɛ ⁵⁵
2925_13_tobite,,,,,,,,,,k r e t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kʰ r e t,,,,,,,
2927_237_thewife,,,,,,,,m e + j a ŋ,,,,,,,m e ⁵⁵ + j ɑ ŋ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e ⁵⁵ + j ɑ ŋ ⁵⁵ + k ɹ u ⁵⁵,
2927_242_thewoman,,,,,,m u ¹³ + ȵ o./o ʔ ⁵³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931_237_thewife,,,,,,,,,,,,,,l a + j a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931_96_hot,,ʈʂ o./o + ɣ ə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932_237_thewife,,,,,,,,,,,,,,l ɛ j i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932_246_yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e ŋ,,,,,,,,,,,,,,,,,,,
2933_178_toshootanarrow,,,,,,,,,,,,,,,,,,,,,t ɯ d i + l ɤ t,,,,,,,,,,,k ə + p ᴇ/e + k ɐ + l ɐ t,,,,,,,,,,,,,l ǽ/æ,,,,,
2933_237_thewife,,,,,,,,,,,,,,v u + d a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934_231_wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j e ŋ + l u,,,,,,,,,,,,,,,
2934_237_thewife,,,,,,,,,,,,,,,,p ɯ ³¹ + m ɑ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2935_221_tomorrow,,,,,,,,,,,,,,,ɑ ³¹ + s u ⁵³ + n̥ n ⁵³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2935_237_thewife,,,,,,,,,,,,,,,,,,,,,t ɤ + r ʑ a β,,,,,,,,,,,t ɑ + r ɟ j ɑ p,,,,,,,,,,,,,r j ɑ́ v,,,,,
2936_173_tosee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l t a,,,,,,,,,,,,
2936_237_thewife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰˤ ə j,,,,,,,,,,,,,
2937_140_theneck,,,,,p o./o t,,,,,,,,,,,,,,,,,,,,p ɔ i,,,,,,,,,,,,,,,,,,,,,,,,,
2939_173_tosee,,,,,,,,,,,,,,,,,,,,,,,,tʰ ɵ,,,,,,,,,,,,,,,,,,,,,,,,,,
2939_237_thewife,,,,,,,,,,,,,,,,,,,,,,,m ă ³¹ + t u ʔ ³¹ + tʃ a n ³³,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940_173_tosee,,,,,,,,,,,,,,,,,,,,,,,,,,,,n i s,,,,,,,,,,,,,,,,,,,,,,
2940_237_thewife,,,,,,,,,,,,,,,,,,,,,,,,,,,,h i m d a ŋ m a,,,,,,,,,,,,,,,,,,,,,,
2941_114_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i ⁵⁵ + tɕ i ⁵⁵ + ȵ u ⁵⁵,
2941_237_thewife,,,,,,,,,,,,,,,,,,,,,,,,m e s b ɛ,,,,,,,,,,,,,,,,,,,,,,,,,,
294_77_thegrass,,,,,,,,,,tɕ i,ts ì/i,,,,,,,,,,,,,,,,,,,,,,,,ts i,,,,,,tʃ i,,,,,,,,,
2953_174_theseed,,,,,,,,,,,,,s a j ʔ,,,,,,,,,,,,,,,s e,,,,,,,,,,,,,,,,,,,,,,
2954_3_theant,,cç o./o k + m æ,p a u ⁵¹ + v o./o ʔ ⁵⁵,,,dʑ a ⁵⁵ + ɖʐ o./o ʔ ⁵³ + ʈʂ u ¹³ + m a ⁵³,,t a + r u k,pʰ ə̆ ³¹ + ɣ ɔ ʔ ³¹,,n ɔ ŋ k r ɔ̀,,k o./o ŋ + r o./o k,s kʰ r o,,ɕ ɯ ⁵⁵ + ɹ ɔ ʔ ⁵⁵,,,,,q r o,,,,,,ʈʂʰ oː ¹³ + m a ⁵⁵,,,,,kʰ o./o + r o./o k,pʰ ə̆ ³¹ + ɣ u k ³¹,,,p u + r o₁/o k + ch/ts i p,qʰˤ o./o ʔ,g r o./o g + m a,,p ɑ ⁵³ + j w ɛ ʔ ⁴ + sʰ e ʔ ⁴,,k j i w r,,,s kʰ r ɑ̂ ɣ,m b ə + tɕ a χ + m a,,,,p o./o ⁵⁵ + ʐ o./o ⁵⁵
2960_23_tochew,,r d a t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d a l,,,,
2961_155_topush,,,,,,j a ¹³ + b i ʔ ⁵³,,,,,,,,,,,,,,,,,,,,,p i ¹³ + c a ⁵² + t a ŋ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,
2967_111_tolaugh,,,,,,,,,,,,,,,m ɑ ³¹ + ɹ ɑ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m ɑ ⁵⁵ + ɹ ɑ ⁵⁵,
2969_13_tobite,p a n ³¹,,,,,,,,p ɛ̃ ³¹,,,,,,,,,,,,,,,,,,,,,,,,p ə ŋ ³⁵,,,,,,,,,,,,,,p a n ³¹,,,
296_207_ten,,p tɕ ə,,,,tɕ u ⁵³,,,,tɕ u j,,,,,,,ch/ts i + k i ŋ,,,,,,,,,,tɕ u ⁵⁵,,,,,,,,,,,b tɕ u,,,,,,,,tɕ ə + tʰ a + m b a,,,,
29700_250_theshit,tɕʰ i ³¹,,kʰ j i ²¹,kʰ l i,kʰ ɨ,,,,kʰ j i ³⁵,,,,k l i ʔ,,k l ɑ i ⁵³,,,,,,,,kʰ j i ⁵⁵,kʰ l i,,kʰ j e i ⁵⁵,,h i,kʰ i ³¹,,,,tɕʰ i ³⁵,,kʰ i,kʰ l i y h,,,,tɕʰ i ³⁵,,,kʰ l i,,,,kʰ ɯ ³¹,,kʰ ɹ i ⁵⁵,
29701_11_big,,,,,,,,,,t e dz i,,,,,,t ɑ i ⁵³,,,,,w x t i,,,,d e p a,,,,,,,k ə + k t ᴇ/e,,tʰ è/e,,,,,,,,,,,,,,,,tɕ i ⁵⁵ + tɕ i ⁵⁵
29703_15_theblood,s u i ³¹,,s u i ²¹,h y s i,h ɨ,,,u + j iː,s u i ³⁵,ɕ u,ʃ ì/i,,w i,sʰ e,,ɕ ɯ i ⁵⁵,h a n ʔ + ch/ts i,,tʰ î/i,j i,t ɤ + s e,,s a i ³¹,h i,h i,s u i ⁵⁵,,,s i ³¹,,tʰ i,t ɑ + ʃ i,s a ³⁵,v iː,j i,s u j h,,,s í/i,tθ w e ⁵⁵,ʃ u ĩ,s j i j ¹,s iː s i,ʔ a + ʃ i,s ə̂,,s u i ³¹,,,ɕʰ ʌ ¹³
29707_30_tocryweep,,,,ŋ ɔ k,,,,,,,,,,,,,,,,,,,,ŋ o./o k,,,,,,,,,,,,,,,,,,,,,,,,,,
29716_65_theforest,,,,,,,,,,,,,,,,,,,,,,,,,s ɔː g ɔ,,,,,,,,,,,,,,,,,,s o./o k m u,,,,,,,
29719_94_thehornkeratinizedskin,,,,,,,,a + r ə ŋ,,,,,r o./o ŋ ʔ,,,d ɯ ⁵⁵ + ɹ ɯ ŋ ⁵³,g r o./o ŋ,,,r ʊ ŋ,,,n ³¹ + ʒ u ŋ ³³,gʰ r ʌ̄ ŋ,,,,,,,,,,,w a + r o./o ŋ,,,,k r o./o ŋ,,,,r ʌ ŋ,,,,,,,
2971_13_tobite,,,ŋ a t ²¹,,,,,,,,,,,,,,,,,,,,,,,ŋ aː t ³¹,,,,,,,,,,,,,,,,,,,,,,,,
29721_101_ifirstpersonsingular,,,,,,,,,,,,,,,,,,,k à/a y/i + m a ʔ,,,,,,,,,,,,k a,,,,,,,,,,,,,,,,,,,
29722_101_ifirstpersonsingular,,,,,ɨ ŋ k a,,,,,,,,,,,,,,,,,,,,,,,i ŋ g a,,,,,,,,,,,,,,,,,,,,,,
29726_119_theliver,,,,d i ŋ,,,,,,,,,,,,,,,,d i ŋ,,,,,,,,,,,,,,,,,,,,,,,d u ŋ,,,,,,,
29728_141_theneedleforsewing,,,,,,,,,,,,,,,,,,,tʰ r ı̂/i m,,,,,,,,,,,,,,,i ng/ŋ p r i m,,,,,,,,,,k ə + p i m,,,,,,
29731_146_thenose,,,,,,,,,,,,,,,,,,,,,,,,,n a p,,,,,,,,,,,,,,,,,,,,,,n̥ a p ³¹ pʰ ɔ ŋ ⁵⁵,,,
29732_153_toplay,,,,,,,,,,,,,,n cçʰ a + r a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cçʰ a ³³ + ʐ a ⁵⁵
29735_115_tolick,l i a p ⁵⁵,,,,,,,,,,,,l e mh/m̥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l e p,,,,,,,
29736_218_thethunder,,,,,,,,,,,,,,,,,,,,,,,,bʰ ʉ l ʉ,b u l u l u w a,,,,,,,,,,,,,,,,,,b u l ʉ l ʉ,,,,,,,
29737_238_thewind,,,,d z u,,,,,,,,,,,,,,,,h ʊː d z ʊ ŋ,,,,dzʰ ū ŋ,,,,,,,,,,,,,,,,,,,dz uː,,,,,,,
29739_242_thewoman,,,,,,,n i r/a ŋ ³⁵ m ə n ⁰,,,,,ts ɯ ⁵³/³⁵ n i ɛ̃ ⁵⁵,,,,,,,,,,ts ɯ ³³ n i ɔ̃ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29741_245_theyear,,,ts a n ⁵¹,,,,,,,,,,,,,,,,,,,,,,,ts a n ³¹,,,,,,,,,,,,,,,,,,,,,,,,
29747_110_late,,,,,,,,,,,,,,,,,,,t l àa/a y/i + t l ǎa/aː y/i,,,,,,,,,,,,t l a i,,,,,,,,,,,,,,,,,,,
2974_139_near,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m e ⁵⁵ + j ɑ ⁵⁵,
2974_243_thewoodmaterial,ʂ ə k ⁵⁵,xʰ a ŋ,,,s ɨ ŋ,xʰ ĩ ⁵⁵,,,,,,,,,,,,,,,,,,s ʌ̄ ŋ,,,ɕ i ŋ ⁵⁵,s i ŋ,,,,ʃ ᴇ/e,,,,,,,,,s i ŋ,,s ʌ ŋ,,,,,,,sʰ ɛ ¹³
29750_129_morning,,,,,,,,,,,,,,,ɑ ³¹ + n ɑ ŋ ⁵³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o./o ⁵⁵ + n ɑ ⁵⁵ + m ɑ ⁵⁵,
29753_117_lightofweight,,,,,,,,,,,n j a ŋ tʰ ɛ,,,,,ɑ ³¹ + ȵ ɑː ŋ ⁵³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29759_54_thefire,,,,,,,x u ɔ ²¹⁴,,,,,h u ɛ ⁵³,,,,,,f ɔ ³⁵,,,,h u ɛ ³¹,,,,,,,,f ɔ ³²,,,,,,,qʷʰˤ ə j ʔ,,,,,,,,,,,f o./o ²¹,,
29768_242_thewoman,,,m j i ²¹ + v e ²¹,,,,,,m i ³¹ + ɣ ɛ ³¹,,,,,s m e,,,,,,,tɕʰ e m e,,,,,m j i ³³ + j i ³³,,,,,,t ə + m i,m j i ³⁵ + ɣ ɛ ³⁵,,,m i n h + m a,,,,m ẽ ⁵⁵ + m ɑ ⁵³,,m j ị/i j ¹,,,m ə l é/e,,,,,
29769_242_thewoman,,,,m i n ts a,,,,,,,,,,,,,,,,,,,,m e l s ê/e m,,,,m ɛ n cʰ u m a,,,,,,,,,,,,,,,,,,,,,,
29770_242_thewoman,,,,,,,,,,,,,,,,,,,,,,,,,s a m m e,,,,,,,,,,,,,,,,,,,,,,,,,
2978_166_round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɑ ⁵⁵ + g o./o ŋ ⁵⁵ + t i ɑ ŋ ⁵⁵,
2978_243_thewoodmaterial,,,,,,,,,,,,,,n ɖʐ ɛ + m ɛ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2979_178_toshootanarrow,,m d æ + n pʰ e n,,,,,,,,,,,,,,,,,,,,,,,,,p a ŋ ⁵²,,,,,,,,,,,ɴ pʰ e n,,,,,,,,h e n,,,,
2979_243_thewoodmaterial,,,,,,,,,,,,,,,,,b o./o l,,,,,,pʰ u n ⁵⁵ + t o̠ ŋ ³³,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988_198_tospit,,r cç u k,,,,,,,,,,,,,,,,,,,,,,,,,c u ⁵²,,,,,,,,,,,,,,,,,,,,,,,
2996_89_tohideconceal,,,,,,,,,,,,,,,m o./o ŋ ³⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m u ⁵⁵,
2_18_thebone,a ³¹ ʐ a u ³¹,r ə + p æ,ʃ ŏ ²¹ + v u i ²¹,r y s e,j ɨ w a,ʐ u ¹³ + p a ⁵³,,,ʃ ă ³⁵ + u ³¹,r u s p a,r ɛ̀,,h r u s,r ə + r a,ɹ ɯ ³¹ + b o./o ŋ ³⁵,ɑ ŋ ⁵⁵ + ɹ ɯ ⁵⁵,,,r u ʔ,r u,ɕ ɤ r ɯ,,,,,ʃ ŏ ⁵⁵ + j o./o u ³³,r y ⁵⁵ + k o./o ⁵²,j ɛ t,o̠ ³¹ + t o̠ ³³,,r u h,ʃ ɐ + r ə,ʃ ŏ ³⁵ + ɣ u k ⁵⁵,,,r u i w h,,r u s,,ɑ ⁵³ + j o./o ⁵⁵,,r j ɨ r ¹,,ʔ a + r u + k u j,ɕ ɑ r ə́,r ə + p a,a ³¹ ʐ a u ³¹,,,x ə ⁵⁵ + ʐ ə ⁵⁵
3003_228_towalk,,n ɟ j o,,,,ⁿɖʐ o./o ⁵³,,,,,,,w a h,,,,,,,,,,,,,,ʈʂ o./o ¹³,,,,,,,,,,,ɴ g r o./o,,,,,,,,ⁿdʑ o,,,,
3004_85_tohear,,,,,,,,,,,,,,,,,,,,,,,n a ³¹,,,,,,,,,,,,,,,,n a,,,,,,,,,,,
3007_23_tochew,,,,,,,,,,,,,,,tʰ ɑ ³¹ + m ɑ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007_248_yousecondpersonplural,,,,,,,,,,,,,n i ŋ,ȵ i + ȵ i,,n ɯ ³¹ + n i ŋ ⁵⁵,n a ʔ + o./o n g,,n a n g m a h,,n ɯ ʑ o,,n a n ⁵⁵ + tʰ e ³³,,,,,,n u ³³ + w ɑ ¹¹,,,ȵ o,,,,,,,,,,,g a n i,,n ə̂ ɲ ɟ i,,,,,ȵ ø ⁵⁵
3011_248_yousecondpersonplural,,,,,,,,,,,,,,,ɑ ³¹ + m e ⁵⁵ + tɕ u ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011_6_thebamboo,,,,,,,,,,,,,,,,ɹ ɯ ³¹ + m ɑ ŋ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012_248_yousecondpersonplural,,,,,,,,m ə + l u + n oː,,,,,,,,,,,,,,,,ʔ iː n,,,,,,,,,,,,,,,,,,,,,,,,,,
3012_249_young,,,,,,,,,,,,,,,,,,,,,,,,,,,ɕ ø̃ ¹³ + p a ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,
3029_85_tohear,,,,,,,,,,,,,,,,t ɔ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,tʰ o./o s,,,,,tʰ j ɵ s,,,,,,,
302_148_one,t a ³¹,ɣ cç ə k,l ă ²¹,,,tɕ i ʔ ⁵³,,,t a ³¹,t i k i,t i g ɛ,,,r o,,t i ʔ ⁵⁵,,,,,c i,,,t ûː/uː b ʌ,,t a ³¹,tɕ i ⁵²,tʰ i k,tʰ i ³¹,,,k ə + t ᴇ/e k,t a ³¹,,,t a c,,g tɕ i g,,t i ʔ ⁴,t i g,l e w ¹,,,r ɑ̂ ɣ,h tɕ ə χ,t a ³¹,,,t ɛ ⁵⁵
3030_217_tothrow,,,,,,,,,,,,,,,k ɑ ³¹ + d u i ⁵³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɑ ⁵⁵ + d u ⁵⁵,
303_78_green,,,,,,,,,,t i ŋ i,t i n c/tʃ i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040_247_yesterday,,,,,,,,,,,,,,,,,,,,,j ɯ f ɕ ɯ r,,,,,,,,,,,m ə + ʃ ᴇ/e r + s n i,,,,,,,,,,,,,,,,,,
3044_32_thedaughter,,ɕ ə + m o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɕ ə + m o,,,,
3047_60_toflow,,,,,,,,,,,,,,,,,,,l u â/a ŋ + l ǔ a n,,,,,,,,,,,,l u a ŋ,,,,,,,,,,,,,,,,,,,
304_30_tocryweep,,,,,,,,,,t j o,t e + m o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053_183_tosing,,,,,,,,,,,,,,,,,,,,,,,,,,,ɕ ɛ ¹³² + t a ŋ ⁵⁵,,,,,,,,,,,g ʑ a s + g t o./o ŋ,,,,,,,,,,,,
3065_210_thick,,,,,,,,,,,,,,,,t ɑ t ⁵⁵,ch/ts a t + a,,,,,,tʰ a t ³¹,,,,,,,,,,,k a r tʰ a t,tʰ e t + p u,,,,tʃ a t,,,,,,,,,,,
3066_6_thebamboo,,,,,,,,j ɑː l ɯ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067_21_toburnintransitive,nʲ e ³⁵,,ŋ j e ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306_184_six,x ʐ o./o ʔ ⁵⁵,ʈʂ u k,kʰ j u ʔ ⁵⁵,r u k a,,ʈʂ u ʔ ²³¹,l i o./o u ⁵¹,a + k ɯ,kʰ j a u ʔ ⁵⁵,t r u j,t̺ u g u,l a k ⁵,,x tɕʰ o,t ɑ ³¹ + x ɹ o./o ⁵³,k ɹ u ʔ ⁵⁵,d o./o k,l ʊ k ²,p a r u k,,k ɯ ʈʂ ɤ ɣ,l a k ⁵,k ʒ u̠ ʔ ⁵⁵,,t u k tʃ i,kʰ j u k ⁵⁵,ʈʂʰ u ¹³²,,tɕʰ o̠ ³¹,l ʊ k ³,,k ə + ʈʂ o./o k,kʰ j a u k ⁵⁵,tʰ r ō/oː k,,kʰ r o₂/o k,k r u k,d r u g,,tɕʰ ɑ u ʔ ⁴,,tɕʰ j i w,r uː,tʰ a + r u k,f tɕ ú/u,ʈʂ ə χ,cʰ u ʔ ⁵⁵,l i u ʔ ²,t ɑ ⁵⁵ + h ɹ o./o ⁵³,ʈʂʰ o./o ⁵⁵
3079_206_thetail,,,,,,,,,,,,,,,l ɯ ³¹ + m ɯ n ⁵⁵,,,,,m u n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l ɯ ³¹ + m u m ⁵³,
3091_62_toflymovethroughair,ʈʂ a m ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʈʂ a m ⁵⁵,,,
3094_188_small,,,,,,,,,,,,,,,,,,,,,,,,j a k k i,,,,,,,,,,,,,,,,,,,j a k k e,,,,,,,
3101_115_tolick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʃ j a ŋ,,,,,,,,,
3101_24_thechildyounghuman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z ɑ̠ ³¹ + n e̠ ³³ + z ɑ̠ ³¹,,,,,,,,,,,,,,,,,,,,,
3106_125_tomarryamanmarriesawoman,,,,,,,,,,,,,,,,,,,,,q r u,,,,,,,,,,,k ɑ + k r o,,,,,,,,,,,,,,,,,,
3107_194_soft,,,,,,,,,,,,,,,,,,,,,m p ɯ,,,,,,,,,,,,,,,,,,,,,w əː,,,,,,,,
3107_24_thechildyounghuman,,,,,,,,,,,,,,,,,,,,,,,m a ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,
3108_22_tobuy,,,,,,,,,,,t o./o m o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3108_24_thechildyounghuman,,,,,,,,,,,,,,,,tɕ ɑ m ⁵⁵ + ɹ ɑ ⁵³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310_91_tohold,,,,,,,,,,ts u m,,,,,,,,,,,,,tʃ u m ³³,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110_211_thethigh,,,,,,,,,,,,,,,,,,,,,t ɯ χ p ɣ i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110_24_thechildyounghuman,,,,,,,,,,,,,,g e + d e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɲ a d í/i,,,,,
3111_220_today,,,,,,,,,,,,,,,,,,,,,j i s ŋ i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3111_24_thechildyounghuman,,,,,,,,a + ɦ o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3112_249_young,,,,,,,,,,,,,,,,,,,,,x tɕ i,,,,,,,,,,,,,,,,,,,,,,,,f ɕ î/i z e,,,,,
3112_24_thechildyounghuman,,,,,,,,,,,,,,,,,,,,,t ɤ + p ɤ ts o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3113_104_tokill,,,,,,,,m e n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3113_172_thesea,,,,,,,,ɕ i + t ə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3119_16_toblowofwind,,,,,,,,,,,,,,,,,,,,,,,kʰ j i ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,
3119_172_thesea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l u ³¹ + b e ⁵³,,,,,,,,,,,,,,,,,,,,,
311_77_thegrass,,,,,,,,,,,,,,r ŋ ə + r ŋ a,,,,,,,,,,,,,,,,,,,,,ŋ o./o n,,,,,,,,,,,,,,,
3120_172_thesea,,,,,,,,,,,,,,,t ɯ ³¹ + ɹ ɯ i ⁵³ + d ɯ ³¹ + ɹ ɯ ŋ ⁵⁵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120_220_today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʰ i + n o./o ŋ,,,,,,,,,,,,,,,
3122_16_toblowofwind,,,,,,,,,,,,,,,,,,,,,,,,kʰ e l,,,,,,,,,,,,,,,,,,,,,,,,,,
3122_172_thesea,,r dʑ a m + tsʰ o,,,,dʑ a ¹³ + tsʰ u ⁵³,,,,tsʰ o,,,,m tsʰ u,,s u ⁵⁵,,,,,r ɟ ɤ m tsʰ u,,,,,,c a ¹³ + tsʰ o./o ⁵³,,,,,r ɟ j ɐ + m tsʰ o,,,dʑ a m + tsʰ o,,,r g j a + m tsʰ o,,,,,,,r ɟ ɑ̂ m tsʰ u,dʑ a m + tsʰ o,,,,ɟ j a ⁵⁵ + m tsʰ u ⁵⁵
3125_104_tokill,s a t ⁵⁵,p s a t,s a t ²¹,s a t,s e t,s ɛ ʔ ⁵³,ʂ a ⁵⁵,,s ɛ̰ ʔ ⁵⁵,,s à/a m o,,s a t,sʰ ɛ,s e ⁵⁵,s ɑ t ⁵⁵,s o./o ʔ + o./o t a,ʃ a t ³³,tʰ a t + tʰ a ʔ,s ɿ t,s a t,,s a t ³¹,s e t,s e i m a,s a̰ː t ⁵⁵,s ɛ ⁵²,s ɛ t,s e̠ ³¹,,tʰ a t,k ɑ + s ɑ t,s ɛ̰ ʔ ⁵⁵,,ɕ e,s a t,s r a t,g s o./o d,,tθ ɑ ʔ ⁴,s a d,s j a ¹,s e t,s a + k ə + tʰ a t,s ɑ̂,s ɕ l,s a t ⁵⁵ + pʰ u t ⁵⁵,s a ʔʲ ²,,k ʌ ³³ + sʰ e ⁵⁵
3128_198_tospit,,,,,,,,,,tʰ u + l o./o t,,,,,,,,,,,m c i pʰ ɯ t + l ɤ t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312_94_thehornkeratinizedskin,kʰ ʐ a u ⁵⁵,r a + tɕʰ o,kʰ j u i ⁵¹,g r o,,ʐ a ¹³ + j o./o ⁵³,,,kʰ j u ⁵⁵,r o./o tɕ o,r u,,,q r ə + m b ə,ɹ ɑ u ⁵⁵,,,,,,t a + ʁ r ɯ,,,,,kʰ j o./o u ³³,r a ⁵⁵ + k o./o ⁵²,,o./o ⁵⁵ tʃʰ i̠ ³³,,,t ə + r u,kʰ j u k ³¹,,,kʰ j u i w,,g r u,,tɕʰ o./o ²²,,kʰ i w ə ¹,,,r ə̂,r a + tɕ o,a ³¹ kʰ ʐ a u ⁵⁵,,ɹ u ⁵⁵,ʐ ʌ ³³ + p ə ⁵⁵
3130_35_todig,,,kʰ a i ²¹,,,,,,kʰ ø ʔ ³¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3133_236_who,,,,,,,,,kʰ a k ⁵⁵ + j a u ʔ ³¹,,,,,,,,,,,,,,,,,,,,,,,,kʰ ə̆ ³¹ + j a u k ³¹,,,,,,,,,,,,,,,,,
313_220_today,,,,,,,,,,tʰ a n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʰ a n,,,,,,,,,
