ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,English_Gloss_in_Source,French_Gloss_in_Source
Mbara-321_horse-1,1a8eae57-eca5-40d7-af1e-375b187f747e,Mbara,321_horse,pilis,pilis,p i l i s,,tourneux1986,10594,,^ p i l i s $,default,horse,
Mbudum-321_horse-1,dd696a63-608e-4882-b5cb-8fa7d46a04d4,Mbudum,321_horse,dok,dok,d o k,,ndokobaiprogb,7574,,^ d o k $,default,horse,cheval
Mbuko-321_horse-1,c3b917f0-33e3-4be8-977b-60d618caaba7,Mbuko,321_horse,pəles,pəles,p ə l e s,,gravinaprog,10986,,^ p ə l e s $,default,horse,cheval
Merey-321_horse-1,07fa62e4-e277-4774-9308-f2dd54341faa,Merey,321_horse,pəles,pəles,p ə l e s,,gravinaetalprog,15265,,^ p ə l e s $,default,horse,cheval
Moloko-321_horse-1,82014ae4-24b4-4e5e-8061-f45feffefea2,Moloko,321_horse,pəles,pəles,p ə l e s,,friesennd,18912,,^ p ə l e s $,default,horse,cheval
Mpade-321_horse-1,510ff71a-1b17-45b1-897d-53dbe4322f40,Mpade,321_horse,bɨ̀skòn,bɨskòn,b ɨ s k o n,,allisonnd,13780,,^ b ɨ s k ò n $,default,horse,cheval
Mser-321_horse-1,65884a63-75ee-4a47-8874-b3454497d7a1,Mser,321_horse,buskwan,buskwan,b u s kʷ a n,,allisonnd,13780,,^ b u s kw a n $,default,horse,cheval
Muyang-321_horse-1,67276acb-c11f-428c-9bb9-6b5efe080243,Muyang,321_horse,pilis,pilis,p i l i s,,smith,7035,,^ p i l i s $,default,horse,cheval
Nyimatli-321_horse-1,7e9c72f2-5378-48c7-bfc3-dc3cf0454950,Nyimatli,321_horse,pu̱rsi,pu̱rsi,p u r s i,,,855,,^ p u̱ rs i $,default,horse,
Ouldeme-321_horse-1,a0be8e40-5814-4c5b-84ae-ff5ded6ef703,Ouldeme,321_horse,pə̀lìs,pəlìs,p ə l i s,,kinnairdproga,4740,,^ p ə l ìs $,default,horse,cheval
ShoaArabic-321_horse-1,edfe3ad8-6805-4ca7-9f95-f977a46276ba,ShoaArabic,321_horse,juwâd,juwâd,j u w a d,,,19682,,^ j u w â d $,default,horse,cheval
Sukur-321_horse-1,6675f4a3-bd52-42a8-8e2b-57a7625473c3,Sukur,321_horse,duk,duk,d u k,,david1996;thomasprog,14902,,^ d u k $,default,horse,
Vame-321_horse-1,e9d8533d-2151-4736-b197-615d19212290,Vame,321_horse,pə̄lésh,pə̄lésh,p ə l e ʃ,,kinnairdprogb,9006,,^ p ə̄ l ésh $,default,horse,cheval
Zina-321_horse-1,9a706413-1972-488c-9d71-c31d77bcc247,Zina,321_horse,bùskún,bùskún,b u s k u n,,schmidtetal2002,13780,,^ b ùs k ú n $,default,horse,cheval
Afade-322_house-1,50f60586-b0a2-4ac3-ad23-f6b00ca7d2ba,Afade,322_house,ho,ho,h o,,allisonnd,2846,,^ h o $,default,house,maison
Buduma-322_house-1,86f43862-21c5-44fa-9b4f-ce8fe6a36faa,Buduma,322_house,fadaw; gəaru,fadaw,f a d a w,,mckone2009,9150,,^ f a d a w $,default,house,maison
Buwal-322_house-1,42d0ea51-51bb-453a-bb54-bd6cf917988d,Buwal,322_house,ge,ge,g e,,viljoenproga,20289,,^ g e $,default,house,maison
Buwal-322_house-2,4f3e6f02-baa1-454b-b81d-e6bfc9478b08,Buwal,322_house,ujek,ujek,u j e k,,viljoenproga,4491,,^ u j e k $,default,house,maison
Cuvok-322_house-1,c52f9c4f-199c-4611-ab9d-f97339befd62,Cuvok,322_house,way,way,w a j,,ndokobaiproga,9471,,^ w a y $,default,house,maison
Dugwor-322_house-1,ababfbc6-3ff0-49d6-8080-db5f0fd25b03,Dugwor,322_house,gay,gay,g a j,,gravina2004,17229,,^ g a y $,default,house,maison
Gemzek-322_house-1,587319d0-8c2a-49af-854b-4de60dd961a8,Gemzek,322_house,ga,ga,g a,,gravinanda,10137,,^ g a $,default,house,maison
Gemzek-322_house-2,a2156697-29ba-47a8-94ed-63a1b32bd9d8,Gemzek,322_house,bəra,bəra,b ə r a,,gravinanda,9715,,^ b ə r a $,default,house,chez
Gemzek-322_house-3,ba70fc80-c142-482f-948a-77e915d02664,Gemzek,322_house,bəra,bəra,b ə r a,,gravinanda,6613,,^ b ə r a $,default,house,chez
Gemzek-322_house-4,d69050f3-6704-49bb-99e4-f951a1b55489,Gemzek,322_house,rəga,rəga,r ə g a,,gravinanda,10182,,^ r ə g a $,default,house,maison
GizigaMarva-322_house-1,884a75f2-1837-4298-9032-5f5fa496e956,GizigaMarva,322_house,veŋ,veŋ,v e ŋ,,gravina2004,1324,,^ v e ŋ $,default,house,maison
KamweFutu-322_house-1,bd6b9838-c497-4a1e-bfb2-32262086afe7,KamweFutu,322_house,ghwo,ghwo,gʷʱ o,,harley2009a,10257,,^ ghw o $,default,house,
Kanuri-322_house-1,e8fe6b94-2c64-43de-bf0e-02b7ad40b659,Kanuri,322_house,fáto,fáto,f a t o,,,10775,,^ f á t o $,default,house,maison
Lagwan-322_house-1,7979b848-f87c-4350-ad62-1dbea98e9d9c,Lagwan,322_house,ghaa,ghaa,gʱ aː,,shryocknd,2846,,^ gh aa $,default,house,maison
Malgbe-322_house-1,8af915d6-5e12-44f1-a337-9ae06655e517,Malgbe,322_house,ha,ha,h a,,allisonnd,2846,,^ h a $,default,house,maison
Mazera-322_house-1,6bf9e58c-c6e4-40ae-8c51-a01d71099af8,Mazera,322_house,ghe,ghe,gʱ e,,allisonnd,2846,,^ gh e $,default,house,maison
Mbara-322_house-1,cde71754-9877-4d59-886d-16bce45162b0,Mbara,322_house,fiŋay,fiŋay,f i ŋ a j,,tourneux1986,20169,,^ f i ŋ a y $,default,house,maison
Mbazla-322_house-1,d1fe1fc9-5e8c-4d51-af6d-a69fbc0e7db1,Mbazla,322_house,gái,gái,g a i,,seignobos1984;tourneux1987,11802,,^ g á i $,default,house,maison
Mbudum-322_house-1,6cf570db-5c00-470d-b191-000a1a254be8,Mbudum,322_house,ɡe,ɡe,g e,,ndokobaiprogb,3636,,^ ɡ e $,default,house,maison
Mbuko-322_house-1,334c4c1f-ff9f-4c3c-9c54-3a22a25f6eb5,Mbuko,322_house,doh,doh,d o h,,gravinaprog,8337,,^ d o h $,default,house,maison
Mpade-322_house-1,4d497b2b-3ebf-4c4c-9e5c-7f594b6419a3,Mpade,322_house,ho,ho,h o,,allisonnd,2846,,^ h o $,default,house,maison
Mser-322_house-1,4c6f218c-18d6-4657-8373-34a7a34eea49,Mser,322_house,ze,ze,z e,,allisonnd,1871,,^ z e $,default,house,maison
Muyang-322_house-1,ed92964b-f572-4aa8-8ac2-3fee300794e2,Muyang,322_house,ɑhɑy,ɑhɑy,ɑ h ɑ j,,smith,574,,^ ɑ h ɑ y $,default,house,maison
Nyimatli-322_house-1,57aad0bf-ae0b-4d21-8b60-34eb22f632a0,Nyimatli,322_house,rapti,rapti,r a p t i,,,5355,,^ r a p t i $,default,house,
Ouldeme-322_house-1,89a3ae21-8052-4ae6-b9a5-79c0eb525754,Ouldeme,322_house,ghày,ghày,gʱ a j,,kinnairdproga,14986,,^ gh à y $,default,house,maison
Psikye-322_house-1,06a21df5-0549-452c-b549-b119768cfe39,Psikye,322_house,ce,ce,c e,,mazzucci2006,20097,,^ c e $,default,house,
Psikye-322_house-2,2b331bf5-e017-4561-925f-113300ccc9df,Psikye,322_house,ge,ge,g e,,mazzucci2006,19489,,^ g e $,default,house,
ShoaArabic-322_house-1,e81b2e17-be24-42d8-a75f-41e7e3760f45,ShoaArabic,322_house,bêt,bêt,b e t,,,1125,,^ b ê t $,default,house,maison
Sukur-322_house-1,fc5af82d-fae1-4bc3-a4bc-4b5ebdaaa0e1,Sukur,322_house,ghí,ghí,gʱ i,,david1996;thomasprog,10863,,^ gh í $,default,house,
Zina-322_house-1,0e38204b-a886-413e-b1f3-f0411e012eda,Zina,322_house,mwá,mwá,mʷ a,,schmidtetal2002,12987,,^ mw á $,default,house,maison
Buduma-324_howmany-1,4d2f1ce1-b47f-48a3-a471-0141a18ee160,Buduma,324_howmany,ndəagu,ndəagu,n d ə a g u,,mckone2009,4277,,^ n d ə a g u $,default,how many?,combien?
Cuvok-324_howmany-1,49140741-b4e5-4295-862b-3b188b9b0c46,Cuvok,324_howmany,cuwey,cuwey,c u w e j,,ndokobaiproga,12411,,^ c u w e y $,default,how many?,combien?
Dugwor-324_howmany-1,5ff9a659-8729-460d-8ba8-84d40d8d8af4,Dugwor,324_howmany,hajəgay ?,hajəgay_?,h a j ə g a j,,gravina2004,14588,,^ h a j ə g a y _?$,default,how many?,combien?
Gavar-324_howmany-1,b8ab4cba-6897-4fb9-9672-2c339519dbd3,Gavar,324_howmany,vɑnɑ,vɑnɑ,v ɑ n ɑ,,viljoenprogb,6856,,^ v ɑ n ɑ $,default,how many?,combien?
Gemzek-324_howmany-1,d1b568d8-e19d-4df2-bc93-ebb9b8fba31e,Gemzek,324_howmany,ənda,ənda,ə n d a,,gravinanda,10292,,^ ə n d a $,default,how many?,combien?
GizigaMarva-324_howmany-1,644cbba6-7143-46a6-ab1f-71da9f2bedc7,GizigaMarva,324_howmany,kite,kite,k i t e,,gravina2004,3019,,^ k i t e $,default,how many?,combien?
Kanuri-324_howmany-1,423ae49e-b323-448c-b0ec-ef44ca8fd097,Kanuri,324_howmany,/ ndàwú,ndàwú,n d a w u,,,4277,,^ n d àw ú $,default,how many?,combien?
Lagwan-324_howmany-1,9683a569-2228-4f95-b88b-56e804ff0510,Lagwan,324_howmany,gane,gane,g a n e,,shryocknd,4277,,^ g a n e $,default,how many?,combien?
Lamang-324_howmany-1,6165502a-7575-4029-aacc-a1290c4b89f4,Lamang,324_howmany,kwándéghè,kwándéghè,kʷ a n d e gʱ e,,wolffnd,10845,,^ kw á n d é gh è $,default,how many?,
Malgbe-324_howmany-1,0ea105df-d668-48ed-9ccf-0e348a237bec,Malgbe,324_howmany,yagar; gar,yagar,j a g a r,,allisonnd,4277,,^ y a g a r $,default,how many?,combien?
Mbudum-324_howmany-1,cf51d5b3-a47d-4027-9c46-871fa601e8eb,Mbudum,324_howmany,vənej,vənej,v ə n e j,,ndokobaiprogb,6944,,^ v ə n e j $,default,how many?,combien?
Merey-324_howmany-1,ff22b602-d70b-467f-8054-ddf379d6e3a9,Merey,324_howmany,day day,day_day,d a j + d a j,,gravinaetalprog,17955,,^ d a y _ d a y $,default,how many?,combien?
Mpade-324_howmany-1,11973609-635c-4aa1-8e7e-9b3a39e3d448,Mpade,324_howmany,gàrò,gàrò,g a r o,,allisonnd,4277,,^ g à r ò $,default,how many?,combien?
Mser-324_howmany-1,abe450ae-1531-44b1-af98-e84b77a0faa5,Mser,324_howmany,karo,karo,k a r o,,allisonnd,4277,,^ k a r o $,default,how many?,combien?
Muyang-324_howmany-1,14f976c5-87b3-4667-96ac-6a39078f2ec9,Muyang,324_howmany,ehimey,ehimey,e h i m e j,,smith,20134,,^ e h i m e y $,default,how many?,combien
Nyimatli-324_howmany-1,89cdae1e-2ab4-4200-8694-86f159602733,Nyimatli,324_howmany,war kima,war_kima,w a r + k i m a,,,11511,,^ w a r _ k i m a $,default,how many?,
Buduma-323_how-1,cfb8aeb7-59e3-4e98-b8ce-dc2f90822358,Buduma,323_how,kiximi,kiximi,k i x i m i,,mckone2009,14512,,^ k i x i m i $,default,how?,comment?
Cuvok-323_how-1,14758afd-8db7-49f7-a994-4abfe04d1dd0,Cuvok,323_how,gwaguma,gwaguma,gʷ a g u m a,,ndokobaiproga,12930,,^ gw a g u m a $,default,how?,comment?
Dugwor-323_how-1,d6d24191-ba01-42f5-a55e-f96d3283215d,Dugwor,323_how,kəkay ?,kəkay_?,k ə k a j,,gravina2004,5525,,^ k ə k a y _?$,default,how?,comment?
Gavar-323_how-1,2bd4aeb5-ff4d-4664-aca1-2ce7faf7ccdc,Gavar,323_how,ɑvɑŋgɑ,ɑvɑŋgɑ,ɑ v ɑ ŋ g ɑ,,viljoenprogb,5984,,^ ɑ v ɑ ŋ g ɑ $,default,how?,comment?
Gemzek-323_how-1,d1002949-4a56-4b49-b31a-16a56cbb3735,Gemzek,323_how,ahəme,ahəme,a h ə m e,,gravinanda,17159,,^ a h ə m e $,default,how?,comment?
GizigaMarva-323_how-1,a2037ea2-b679-4332-b525-34c229cdcecc,GizigaMarva,323_how,mbre,mbre,m b r e,,gravina2004,8426,,^ m b r e $,default,how?,comment?
Lagwan-323_how-1,aebfdd29-2335-4bca-bc56-b2c8ace5a89f,Lagwan,323_how,ɗɨkimi; ɗɨkɨmi,ɗɨkimi,ɗ ɨ k i m i,,shryocknd,14512,,^ ɗ ɨ k i m i $,default,how?,comment?
Lamang-323_how-1,cac59d4e-3a66-4492-a276-83d77e03c653,Lamang,323_how,kéghè,kéghè,k e gʱ e,,wolffnd,9506,,^ k é gh è $,default,how?,
Malgbe-323_how-1,c68f768a-121c-4492-bca9-0e31ab21a150,Malgbe,323_how,dede,dede,d e d e,,allisonnd,14512,,^ d e d e $,default,how?,comment?
Mbara-323_how-1,b95e1040-a6c5-4827-9e3f-98163bb5cd1e,Mbara,323_how,miya ʼda,miya_ʼda,m i j a + ʔ d a,,tourneux1986,14955,,^ m i y a _ ʼ d a $,default,how?,
Mbudum-323_how-1,d9e9b7de-d37e-4d22-aa9a-3fb0b492898e,Mbudum,323_how,veŋɡa,veŋɡa,v e ŋ g a,,ndokobaiprogb,14178,,^ v e ŋ ɡ a $,default,how?,comment?
Merey-323_how-1,fc3abe93-d046-40d6-98de-26446473bb0f,Merey,323_how,kəkay,kəkay,k ə k a j,,gravinaetalprog,502,,^ k ə k a y $,default,how?,comment?
Mpade-323_how-1,b9a9f832-8870-4b12-8653-4cf4b259b9f5,Mpade,323_how,làhè,làhè,l a h e,,allisonnd,14512,,^ l àh è $,default,how?,comment?
Mser-323_how-1,e30fc069-9184-48b3-9092-a5c7b93b0c1a,Mser,323_how,dɨ mati,dɨ_mati,d ɨ + m a t i,,allisonnd,14512,,^ d ɨ _ m a t i $,default,how?,comment?
Muyang-323_how-1,847ab72f-e44c-4b60-9bbd-b350a0d4d418,Muyang,323_how,ɑhəmɑm,ɑhəmɑm,ɑ h ə m ɑ m,,smith,11738,,^ ɑ h ə m ɑ m $,default,how?,comment
Muyang-323_how-2,cfb89da9-f184-4112-bfd2-df3cee5dcafc,Muyang,323_how,ɑhəmɑmɑm,ɑhəmɑmɑm,ɑ h ə m ɑ m ɑ m,,smith,7586,,^ ɑ h ə m ɑ m ɑ m $,default,how?,comment
Nyimatli-323_how-1,4455f08a-a137-48cf-bca9-ce3fb1e8b17b,Nyimatli,323_how,kima,kima,k i m a,,,11187,,^ k i m a $,default,how?,
Sukur-323_how-1,3829e068-aa55-488e-85a4-b4c72dd26c94,Sukur,323_how,baha ....wa?,baha_....wa?,b a h a + w a,,david1996;thomasprog,12155,,^ b a h a _ ... . w a ? $,default,how?,
Zina-323_how-1,f1b18306-be53-4edb-896e-5a29286760b1,Zina,323_how,nanà,nanà,n a n a,,schmidtetal2002,14512,,^ n a n à $,default,how?,comment?
Afade-325_hundred100-1,5dbb9e09-8fbd-491d-b54d-f041c5a6ac21,Afade,325_hundred100,mia,mia,m i a,,allisonnd,1536,,^ m i a $,default,hundred (100),cent (100)
Buduma-325_hundred100-1,eb416e88-c950-4904-aa38-5dcc7df6a5b1,Buduma,325_hundred100,aəru,aəru,a ə r u,,mckone2009,4573,,^ a ə r u $,default,hundred (100),cent (100)
Buwal-325_hundred100-1,b3131c79-c74c-4ae1-9887-cd19e8b9b888,Buwal,325_hundred100,ŋ̀kɑ̀n pɑ́l,ŋkɑn_pɑl,ŋ k ɑ n + p ɑ l,,viljoenproga,11522,,^ ŋ k ɑ n _ p ɑ l $,default,hundred (100),cent (100)
Cuvok-325_hundred100-1,0c1683b2-7ab5-4b54-994a-db33f2e80b25,Cuvok,325_hundred100,"temere cew, kwakwar faɗ",temere_cew,t e m e r e + c e w,,ndokobaiproga,15814,,^ t e m e r e _ c e w $,default,hundred (100),cent (100)
Dugwor-325_hundred100-1,73cf95dc-9e68-4051-9588-425e74045895,Dugwor,325_hundred100,səkat,səkat,s ə k a t,,gravina2004,7628,,^ s ə k a t $,default,hundred (100),cent (100)
Gemzek-325_hundred100-1,678b3b2a-8627-4eae-8932-1c71f16ad709,Gemzek,325_hundred100,dərməke,dərməke,d ə r m ə k e,,gravinanda,2976,,^ d ə r m ə k e $,default,hundred (100),cent
Gemzek-325_hundred100-2,c124615d-7ac8-4afb-a75c-e7f462066013,Gemzek,325_hundred100,dərməke,dərməke,d ə r m ə k e,,gravinanda,834,,^ d ə r m ə k e $,default,hundred (100),cent
GizigaMarva-325_hundred100-1,a98fff9a-8a38-4793-bc2c-b93d1cf9d96b,GizigaMarva,325_hundred100,sikət,sikət,s i k ə t,,gravina2004,7628,,^ s i k ə t $,default,hundred (100),cent (100)
Kanuri-325_hundred100-1,6fb3e21c-119b-4e95-9ca0-6397ba7990eb,Kanuri,325_hundred100,mêa; yor,mêa,m e a,,,1536,,^ m ê a $,default,hundred (100),cent (100)
Lagwan-325_hundred100-1,cf9e64ee-5c42-42b6-9aeb-fa3f0ba38ca7,Lagwan,325_hundred100,tɨkɨm sheshi; mia,tɨkɨm_sheshi,t ɨ k ɨ m + ʃ e ʃ i,,shryocknd,1536,,^ t ɨ k ɨ m _ sh e sh i $,default,hundred (100),cent (100)
Malgbe-325_hundred100-1,3e92b663-afc8-493e-9a42-42a5964f8d6b,Malgbe,325_hundred100,aru,aru,a r u,,allisonnd,4573,,^ a r u $,default,hundred (100),cent (100)
Merey-325_hundred100-1,cb76df54-7105-47a7-a20b-66c408c987ba,Merey,325_hundred100,temere,temere,t e m e r e,,gravinaetalprog,15814,,^ t e m e r e $,default,hundred (100),cent (100)
Mpade-325_hundred100-1,e7cfb026-db12-4b51-8813-0c74d49b6108,Mpade,325_hundred100,míá,míá,m i a,,allisonnd,1536,,^ m í á $,default,hundred (100),cent (100)
Mser-325_hundred100-1,68d09dd0-57af-4069-b696-23598ff15e86,Mser,325_hundred100,mia,mia,m i a,,allisonnd,1536,,^ m i a $,default,hundred (100),cent (100)
Nyimatli-325_hundred100-1,4bfd482f-78ab-4ed2-b514-9523ce329586,Nyimatli,325_hundred100,won,won,w o n,,,6637,,^ w o n $,default,hundred (100),
ShoaArabic-325_hundred100-1,184e27d7-ff6b-41b6-9196-eaf51b209958,ShoaArabic,325_hundred100,miya,miya,m i j a,,,1536,,^ m i y a $,default,hundred (100),cent (100)
Zina-325_hundred100-1,6becc891-9772-4a5f-bbaf-b067c878ff6d,Zina,325_hundred100,myà,myà,m j a,,schmidtetal2002,1536,,^ m y à $,default,hundred (100),cent (100)
Bata-326_hunger-1,1420518c-21ac-4e69-8f7d-c70b066f5641,Bata,326_hunger,miyàto,miyàto,m i j a t o,,boyd2005;pweddon2001,15364,,^ m i y à t o $,default,hunger,
Gavar-326_hunger-1,deb9d225-6950-4c73-9ed2-6216250e8568,Gavar,326_hunger,metish,metish,m e t i ʃ,,viljoenprogb,4140,,^ m e t i sh $,default,hunger,faim
Kanuri-326_hunger-1,b955cc75-fd90-40ad-8413-2dfe39bad0f7,Kanuri,326_hunger,kənâ,kənâ,k ə n a,,,13166,,^ k ə n â $,default,hunger,faim
Lagwan-326_hunger-1,7406aec1-ee7a-4bed-b103-2f9762c65861,Lagwan,326_hunger,ghùzùm,ghùzùm,gʱ u z u m,,shryocknd,17523,,^ gh ù z ù m $,default,hunger,faim
Margi-326_hunger-1,d41c903c-2dc4-4267-a6e2-2f9097a9c094,Margi,326_hunger,mi,mi,m i,,hoffmann1963,14611,,^ m i $,default,hunger,
Mbara-326_hunger-1,efa8fbf7-b5b4-4d92-8526-fb0b80a0cee7,Mbara,326_hunger,miyamay,miyamay,m i j a m a j,,tourneux1986,7491,,^ m i y a m a y $,default,hunger,faim
Mbuko-326_hunger-1,77c0da68-9bf1-4ef4-8afa-2bc010b1f758,Mbuko,326_hunger,rawaɗ,rawaɗ,r a w a ɗ,,gravinaprog,6116,,^ r a w a ɗ $,default,hunger,
Mbuko-326_hunger-2,d3ba2fc1-b754-4119-9adc-6f1af257a333,Mbuko,326_hunger,may,may,m a j,,gravinaprog,20184,,^ m a y $,default,hunger,faim
Merey-326_hunger-1,f1e191a2-95b8-43ed-844c-6fba4f459f94,Merey,326_hunger,may,may,m a j,,gravinaetalprog,8138,,^ m a y $,default,hunger,faim
Moloko-326_hunger-1,08061587-c5f3-424c-9116-17c4298bd163,Moloko,326_hunger,may,may,m a j,,friesennd,17094,,^ m a y $,default,hunger,faim
Mpade-326_hunger-1,b7b2f176-2815-4bd3-905c-6f34c0ad9bc3,Mpade,326_hunger,skɨ̀m,skɨm,s k ɨ m,,allisonnd,17523,,^ s k ɨ m $,default,hunger,faim
Mser-326_hunger-1,536dcba1-1bda-419a-9a0a-546cbb4d92c5,Mser,326_hunger,ngimo,ngimo,n g i m o,,allisonnd,8883,,^ n g i m o $,default,hunger,faim
Muyang-326_hunger-1,67623241-5dc0-4d52-a81b-94653e2f11fb,Muyang,326_hunger,ɑrəh,ɑrəh,ɑ r ə h,,smith,18821,,^ ɑ r ə h $,default,hunger,faim
Muyang-326_hunger-2,e1f034da-2388-4b43-b14f-9ca3d6c52ebf,Muyang,326_hunger,lʉwir,lʉwir,l ʉ w i r,,smith,20324,,^ l ʉ w i r $,default,hunger,famine; faim
Muyang-326_hunger-3,e27d1409-78c8-4810-a90f-bf89e4253a73,Muyang,326_hunger,ɑrəh,ɑrəh,ɑ r ə h,,smith,18821,,^ ɑ r ə h $,default,hunger,faim
Ouldeme-326_hunger-1,0f5dedb8-db26-47ad-8fb4-c4fb574e9dd8,Ouldeme,326_hunger,ālūwār,ālūwār,a l u w a r,,kinnairdproga,15949,,^ ā l ū w ā r $,default,hunger,faim
Psikye-326_hunger-1,396ee24a-9a23-4347-b4e1-7de32dd5cb58,Psikye,326_hunger,má,má,m a,,mazzucci2006,2250,,^ m á $,default,hunger,
Sukur-326_hunger-1,0460b14d-5079-48bb-90b4-041015efed76,Sukur,326_hunger,máy,máy,m a j,,david1996;thomasprog,3904,,^ m á y $,default,hunger,
Vame-326_hunger-1,f53f2003-4940-410a-9add-e128b770c76f,Vame,326_hunger,māy,māy,m a j,,kinnairdprogb,4115,,^ m ā y $,default,hunger,faim
Afade-327_hunter-1,d650eddd-3478-4ecf-ac6e-34acf723a463,Afade,327_hunter,me sɨ sam,me_sɨ_sam,m e + s ɨ + s a m,,allisonnd,20328,,^ m e _ s ɨ _ s a m $,default,hunter,chasseur
Bata-327_hunter-1,d74b4b83-8cc6-4977-8806-5f176ce24c1e,Bata,327_hunter,mààke,mààke,m aː k e,,boyd2005;pweddon2001,12438,,^ m àà k e $,default,hunter,
Dugwor-327_hunter-1,cab3754f-bb39-4312-b687-1e7627709be8,Dugwor,327_hunter,ndaw mətəveley,ndaw_mətəveley,n d a w + m ə t ə v e l e j,,gravina2004,2328,,^ n d a w _ m ə t ə v e l e y $,default,hunter,chasseur
Gavar-327_hunter-1,cee269f7-9b39-475f-81ad-772fce52919d,Gavar,327_hunter,gɑw,gɑw,g ɑ w,,viljoenprogb,2320,,^ g ɑ w $,default,hunter,chasseur
Gemzek-327_hunter-1,7976f882-2ecf-4ec7-b32c-10b6d40ffdac,Gemzek,327_hunter,mala makwete,mala_makwete,m a l a + m a kʷ e t e,,gravinanda,6132,,^ m a l a _ m a kw e t e $,default,hunter,chasseur
KamweFutu-327_hunter-1,26acb6c6-a98b-4154-9b53-7e3785d44111,KamweFutu,327_hunter,mdikə ɗa gamba,mdikə_ɗa_gamba,m d i k ə + ɗ a + g a m b a,,harley2009a,1216,,^ m d i k ə _ ɗ a _ g a m b a $,default,hunter,
Lagwan-327_hunter-1,7cc9d754-40ac-4824-8ccd-cad424b6ccab,Lagwan,327_hunter,bɨla e gala,bɨla_e_gala,b ɨ l a + e + g a l a,,shryocknd,20328,,^ b ɨ l a _ e _ g a l a $,default,hunter,chasseur
Malgbe-327_hunter-1,71146ab0-ff8f-4e84-b47e-d9dbba9e5f17,Malgbe,327_hunter,me yam,me_yam,m e + j a m,,allisonnd,20328,,^ m e _ y a m $,default,hunter,chasseur
Maltam-327_hunter-1,f03ee16b-00d4-4d48-967b-3a1c47156161,Maltam,327_hunter,me sɨ ngare,me_sɨ_ngare,m e + s ɨ + n g a r e,,allisonnd,20328,,^ m e _ s ɨ _ n g a r e $,default,hunter,chasseur
Mbara-327_hunter-1,3f2e77ea-64c8-40fd-b063-df15b895b50e,Mbara,327_hunter,gaw,gaw,g a w,,tourneux1986,8461,,^ g a w $,default,hunter,
Mbudum-327_hunter-1,23d4b998-0f55-4f65-84f2-46abf74d821f,Mbudum,327_hunter,hedi te luloh,hedi_te_luloh,h e d i + t e + l u l o h,,ndokobaiprogb,7642,,^ h e d i _ t e _ l u l o h $,default,hunter,chasseur
Mbuko-327_hunter-1,965b3bb6-1349-42e2-96dd-beaa419a41e1,Mbuko,327_hunter,macama,macama,m a c a m a,,gravinaprog,10028,,^ m a c a m a $,default,hunter,chasseur
Merey-327_hunter-1,35a6f9b8-b977-4fbe-a9b0-3a16ab0bf2d4,Merey,327_hunter,ndo i həlay,ndo_i_həlay,n d o + i + h ə l a j,,gravinaetalprog,12308,,^ n d o _ i _ h ə l a y $,default,hunter,chasseur
Mpade-327_hunter-1,3b978422-0eda-4a42-981d-bdcf7198abb6,Mpade,327_hunter,msì sàm,msì_sàm,m s i + s a m,,allisonnd,20328,,^ ms ì _ s à m $,default,hunter,chasseur
Mser-327_hunter-1,85172e08-11cc-41cf-b993-5fb08c6b3536,Mser,327_hunter,bɨr skwal,bɨr_skwal,b ɨ r + s kʷ a l,,allisonnd,20328,,^ b ɨ r _ s kw a l $,default,hunter,chasseur
Muyang-327_hunter-1,18cb0c47-1731-4a8a-a68b-6d9df7a8493a,Muyang,327_hunter,mɑcɑmɑ,mɑcɑmɑ,m ɑ c ɑ m ɑ,,smith,16360,,^ m ɑ c ɑ m ɑ $,default,hunter,spécialiste en chasse
Nyimatli-327_hunter-1,dbddb2a3-bb83-4420-b3f9-a15d03d34ac4,Nyimatli,327_hunter,nu̱ ghiiri,nu̱_ghiiri,n u + gʱ iː r i,,,11637,,^ n u̱ _ gh ii r i $,default,hunter,
Sukur-327_hunter-1,3f313b3c-0947-4162-a34d-6e1033aa488e,Sukur,327_hunter,nday iygh,nday_iygh,n d a j + i j gʱ,,david1996;thomasprog,10917,,^ n d a y _ i y gh $,default,hunter,
Vame-327_hunter-1,1d6e9737-aea3-499d-8bc1-90fdcc49db90,Vame,327_hunter,ɗù ɓə̄r s àwày,ɗù_ɓə̄r_s_àwày,ɗ u + ɓ ə r + s + a w a j,,kinnairdprogb,11458,,^ ɗ ù _ ɓ ə̄ r _ s _ àw à y $,default,hunter,chasseur
Afade-328_husband-1,0da71ede-0ec7-40aa-bbb0-5d364d1127e2,Afade,328_husband,wi,wi,w i,,allisonnd,14183,,^ w i $,default,husband,"mari, époux"
Buwal-328_husband-1,570f7bfc-529c-4e24-b3f1-bf42175c6089,Buwal,328_husband,mɑwɑl,mɑwɑl,m ɑ w ɑ l,,viljoenproga,1241,,^ m ɑ w ɑ l $,default,husband,"mari, époux"
Cuvok-328_husband-1,7e2b5c26-c3d2-4d1e-8555-46a2c97b73a6,Cuvok,328_husband,mawal,mawal,m a w a l,,ndokobaiproga,15627,,^ m a w a l $,default,husband,"mari, époux"
Dghwede-328_husband-1,d1a904b2-acfb-47c8-a02a-00bdbe7764c4,Dghwede,328_husband,zala,zala,z a l a,,frick1977,3683,,^ z a l a $,default,husband,
