Cognate_ID,Afade,Bata,Buduma,Buwal,Cuvok,Dghwede,Dugwor,Fulfulde,Ga,Gavar,Gemzek,GizigaMarva,GizigaMoutourwa,Hausa,Hwana,KamweFutu,Kanuri,Kilba,Lagwan,Lamang,Malgbe,Maltam,Margi,MargiS,Mazera,Mbara,Mbazla,Mbudum,Mbuko,Merey,MofuGudur,Moloko,Mpade,Mser,Musgum,Muyang,Nyimatli,Ouldeme,Psikye,Sharwa,ShoaArabic,Sukur,Vame,Zina
5017_416_mouth,g a,,g a j,,,,,,,,,,,,,,,,,,g a,,,,,,,,,,,,g a,g e,,,,,,,,,,
5036_381_lung,g a f o,,,,,,,,,,,,,,,,,,,,,,,,gʷʱ a v gʷʱ a v ɨ,,,,,,,,k o f o,,,,,,,,,,,
5043_272_go,d e + l i,,a l,,,,,,,,,,,,,,,,l ɨ w u n,,d ɨ + n i,,,,,,,,,,,,d ɨ + n i,d u,,,,,,,,,,a r u
5082_651_trousers,,,,,,,,,,,,,,,,,j a n g e,,gʱ u b e,,g r i,,,,,,,,,,,,j a n k e,h u b e,,,,,,,,,,m b a r a
5089_594_suffer,,,,,,,,,,,,,,,,,n g ə n ə w u,,,,,,,,,,,,,,,,h ɨ n + n g ɨ n ɨ b u,,,,,,,,,,,
5093_226_fight,l e + m d a + g e,,,,,,,,,,,,,,,,,,n f e,,f a w u n,,,,,,,,,,,,l a + m a r a g ɨ,n f e,,,,,,,,,,l a w a
5109_320_horn,,,,,,,,,,,,d u r o m,,,,,,,,,,,,,,,d u r u m,,,,,,,,,,,,,,,,,
5131_335_inside,d a b r a,,,,,,,,,,,,,,,,,,n a + n g u l,,a + m g b ɨ n + n a + h a,,,,,,,,,,,,n gʷ ɨ n,d a + l a + n g u n,,,,,,,,,,
5135_17_answerreplyv,i + h e,,,,,,,,,,,,,,,,,,k u n + l e + g a,,i j e w u n,,,,,,,,,,,,t ɨ,g ɨ n + k a,,,,,,,,,,g ə ɓ a
5190_357_learn,k e,,k ə j,,,,,,,,,,,,,,,,s ɨ p u n + h e,,n g e d ɨ w u n,,,,,,,,,,,,n g e j,n k ʔ o + k a + h e,,,,,,,,,,
5203_594_suffer,,,,,,,,,,,,,,,,,,,n g u e l + n j i b a,,n g i b a,,,,,,,,,,,,s k a + j o,n g ɨ + n j i b a,,,,,,,,,,
5234_507_room,,,,,,,,,,,,,,,,,,,v ɨ n i,,g e + f ɨ n,,,,gʱ e,,,,,,,,gʷ a n e + i + h o,g a r u,,,,,,,,,,
527_205_eye,,,,,,,ɗ ə r a j,,,,ɗ ə r a j,,,,,,,,,,,,,,,,,,,ɗ ə r a j,ɗ ə r a j,ɗ ə r a j,,,,,,a r a j,,,,,,
527_348_knot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɗ ə r a j,,,,,,,,,,,,,
5292_277_grandmother,i j a + k a k a,,k a k a,,,,,,,,,,,k a a k aː,,,k a k a,,i j a + k a k a,,d i a t a n,i j a k a k a,,,i j a k a,,,,,,,,j a k a,d i + t ɨ r ɨ n,,,,,,,,,,
5303_419_muscle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɬ u v o,,,,,,
5303_71_body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɬ u v o,,,,,,
5306_261_frighten,,,,,,,,,,,,,,,,,,,z e l + f u s ɨ n + z i,,i d ɨ + s k i,,,,,,,,,,,,,,,,,,,,,,,
5310_389_prayingmantis,m a t a + ɓ ɨ n i ɓ ɨ n i,,,,,,,,,,,,,,,,,,d a + g a + m a g u m i,,m a d a n + m g ɓ ɨ n i,a b u + n k ʔ u n i + n k ʔ u n i,,,,,,,,,,,h a j o + n k ʔ u n i,a n k ʔ i n o k ʔ i n o,,,,,,,,,,
5324_441_oath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j i g ʉ r i,,,,,,,,
5324_493_refuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j i g ʉ r i,,,,,,,,
5328_495_resemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m ə n j a r,,,,,,,,,,,,
5328_521_see,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m ə n j a r,,,,,,,,,,,,
5330_21_arm,,,,,,,,,,,,,,,,,,,,,,,,,,s eː,,,,,,,,,,,,,,,,,,
5330_295_hand,,,,,,,,,,,,,,,,,,,,,,,ts i,ts i,,s eː,,,,,,,,,,,,,,,,,,
5343_340_jaw,m t u g u,,,,,,,,,,,,,,,,n g a i d o,,m b a g a m,,m a ɬ u,,,,g a d ʔ e,,,,,,,,k u r u g a,h a k ʔ a k ʔ a,,,,,,,,,,
535_208_face,b u k s a,,,,,,,,,,,,,,,,f ə s k a,,,,b u s a,b u s a,,,,,,,,,,,f ɨ s k a,p u s a,,,,,,,,,,
5363_117_redpepperhotpepper,,,,,,,,,,,,,,,,,n j i tː ɑ,,,,,,,,,,,,,,,,w a s e n a,,,,,,,,,,,
5371_510_rope,n ɨ m,,a ə r ə m,,,,,,,,,,,,,,,,n a m e,,l a m e,,,,,,,,,,,,n a m e,a r a m,,,,,,,,,,
5377_48_before,,,b a h a,,,,,,,,,,,,,,k u w a g a i,,,,,,,,,,,,,,,,k a g e j,,,,,,,,,,,
5380_436_north,w e l a,,,,,,,w o j l a,,,,,,,,,j a l a,,h a l a k a,,g ɓ ɨ l a,,,,,,,,,,,,w e l a,i t a g e,,,,,,,m i n c a x,,,
5401_347_knife,m i j o,,j a n a,,,,,,,,,,,,,,j a n a,,s a g i,,m i j o,,,,,,,,,,,,m i o,m o gʱ o j o,,,,,,,,,,gʱ i k a
5428_289_guineafowl,ts ɨ f a n,,,z ɑ v ɑ n,z a p a ŋ,,n j a v a r,,,z ɑ v ə n,n d z a v a r,c u v o n,,,,z i v ə n o,,,z a v a n,,s a f a n,s a f a n,,,j a v a ŋ,,,z a v a ŋ,n j a v a n,n d z a v a r,,j a v a r,s a f a n,s a v a n,,j ɑ v ɑ r,ʃ i v a n,z a v a r,,,,,,
5451_354_laugh,,,,,,,,,,ɓ ɑ s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5451_560_smile,,,,,,,,,,ɓ ɑ s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5454_372_lion,,,,,,,,,,,z e l,,,,,,,,,,,,,,,,,,z i j e l,z ɨ l,,,,,,,,,,,,,,
545_31_baby,t i b a l,,,,,,,,,,,,,,,,k a l a w u,,gʱ u l i + e + g e + e n i,,t i b a l,,,,gʱ u j e,,,,,,,,t i b a l,m a + z a l i,,,,,,,t i f i l,,,
5529_116_child,w u l,,,,,,,,,,,,,,,,,,gʱ u l i,,w u l i a,u l u,,,,,,,,,,,l o,u l o,,,,,,,,,,
555_545_sickle,m a r ɨ m,,,,,,,,,,,,,,,,t a i d a,,m a r ɨ m + m e + p i a w u n,,m a r a m,,,,,,,,,,,,k e j d a,m a r ɨ m,,,,,,,x a n j a r,,,
5562_644_tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɬ a n,,,,,,,,,,,,,,ɬ a h a n,
5588_116_child,,,,,,,,,,,w a w a,,,,,,,,,,,,,,,,,,,w a w a,,,,,,w a w a,,,,,,,,
5588_31_baby,,,,,,,w a w a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5589_48_before,,,b a h a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s ɨ r a n + g i,,,,,,,,,,,
5592_215_fat,,,,,,,,,,,,,,,,,g u r z a m,,,,,,,,,,,,,,,,n g u r z a m,,,,,,,,,,,
5605_561_snail,w ɨ r ɨ m,,,,,,,,,,,,,,,,,,k o c o,,w u r ɨ m,m b o r u m,,,,,,,,,,,w o r m o,,,,,,,,,,,
5616_368_belightnotheavy,k a m p o j,,,,,,,,,,,,,,,,k a m b a i,,k ɨ l a h ɨ,,f e j d i s ɨ n,,,,,,,,,,,,k a m p o j,k l a h o,,,,,,,,,,k a f u
5617_532_shadow,s i j o,,,,,,,,,,,,,,,,k a f j a,,x u ʃ e ʃ i,,g i j e,,,,,,,,,,,,s i o,ʃ i e,,,,,,,,,,
5625_174_drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z a,,,,,,,
5625_616_that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z a,,,,,,,
5632_437_nose,ts ɨ n,ʃ i n e,c ə n a j,m c ɑ r,h ə t a ŋ,x t i r e,m ə t e r,,,m ts ə r,h ə t e r,h u t o n,,,,n c i,,c i r,x s ɨ n i,x ts i n i,s k a r e,s ɨ n,m c i r,c i r,h ɨ c ɨ n e,,k i t i ŋ,n tʃ u r,c œ n,h ə t e r,h e t e r,,h a s a n,a s ɨ n,,h i n d i r,,h u n d a r,,,,ʃ i n,h ə tsʰ e ŋ,h i s k i n i
5664_128_cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m e m e ɗ,,,,,,
5664_695_wind,,,,,,,m e m e ɗ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m e m e ɗ,,,,,,
5670_22_armpit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h u m b e j ə k,,,,,,,,,,,,,,
5697_215_fat,k e i s i,,,,,,,,,,,,,,,,k a i s ə,,m b o d o ɗ i,,k a i s ɨ,,,,a m l e,,,,,,,,k e j ʃ i,k a i ʃ i,,,,,,,,,,
5706_693_wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b ɑ g ɮ ɑ l ɑ ɓ,,,,,,,,
5715_514_saliva,e r e,,,,,,,,,,,,,,,,,,n a h e,,e n i e,,,,i n t a h e,,,,,,,,e n i e,gʱ r e j,,,,,,,,,,
571_119_clan,g a b ɨ n,,,,,,,,,,,,,,,,j i l i,,j ɨ l i,,j ɨ l,g a l f ɨ n,,,j i b a,,,,,,,,n a f a r,j i l,,,,,,,n a f a r,,,
5758_407_month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kʷ i j o,,,,,,
5758_408_moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kʷ i j o,,,,,,
5759_225_fifty50,d ɨ g ɨ n + g a s i + g o + k a n,,h ə k a n + x i n g i,,,,,,,,,,,,,,f j u w u,,t ɨ k ɨ m + x s ɨ ɗ a + k a + x k a n,,h a m s i n,,,,,,,,,,,,m b ɨ l o s k a s i + g o + k a n,t ɨ k ɨ m + k i c o + d ɨ n + v r e,,,,,,,x a m s i n,,,h a m ʃ i m
5769_297_behard,n g a m d ɨ,,k ə l m a j,,,,,,,,,,,,,,n g a m d ə,,g ɨ d g a l e,,g b a g b a,,,,,,,,,,,,n g a m d ɨ,k ɨ r g a l e,,,,,,,,,,m a l a h i n
5776_431_news,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j a j i r a,,,,,,,,j a h a r,,,
5784_372_lion,f t ɨ r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f t a r,,,,,,,,,,,
5789_425_near,,,,,,,b ə s e j,,,,b ə s e j,,,,,,,,,,,,,,,,,,,b ə s e j,,,,,,,,,,,,,,
5796_714_youngman,,,,,,,,,,,,,,,,,r u n ə m b o n e,,gʱ u l i + e + z ɨ v e,,g o g ɨ n a r u,,,,j u g ɨ n e,,,,,,,,m u k a l a f u,k u k u n a r,,,,,,,m u k a lː a f,,,
5821_424_navel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m a m a j,,,,m a m a j,,,,,,,,
584_33_bag,,,,b ɑ k ɑ t ɑ r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584_468_pocket,,,,b ɑ k ɑ t ɑ r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5857_658_two,,k p j a q,,,,,,,,,,,,,,ɓ a k ə o,,,,,,,,,,,,,,,,,,,,,,,b a k,,,b a k,,
586_229_finger,n o,,,,,,,,,,,,,,,,n g u l o n d o,,n k ʔ ɨ n a,,n a,,,,gʱ u j a + s e,,,,,,,,n o w o,n o,,,,,,,u s b a ʔ,,,
5879_688_bewhite,b ɨ r d i,,b u ə l,,,,,,,,,,,,,,,,,,j a + b ɨ r d ɨ,,,,,,,,,,,,,,,,,,,,,,,
592_76_bowl,,,,,,,,,,,,,,t a s a,,,t a s a,,,,t a s a,,,,t a c a,,,,,,,,t a s a,t a s a,,,,,,,t a s a,,,t a s a
5991_608_tamarindtree,a m s ʔ o,,,,,,,,,,,,,,,,t a m s u w u,,m ɨ s ʔ a,,a m s ʔ a,,,,,,,,,,,,a m s ʔ o,a m s ʔ o,,,,,,,,,,
5995_309_hen,,,k u ə gʷ i,,,,,,,,,,,,,,k u w u i + k u r k u r i,,k u s k u,,k p a k p ɨ,,,,c a k a r,,,,,,,,b a s k u + ɨ l + g ɨ r ɨ m,k u s k u,,,,,,,,,,
6002_118_chin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d ə b a s u b o,,,,,,,,,,,,
6002_340_jaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d ə b a s u b o,,,,,,,,,,,,
6023_187_east,g ɨ d i,,d i,,,,,,,,,,,,,,g ə d i,,x u s e + v ɨ n i,,g ɨ d i,g ɨ d ɨ,,,,,,,,,,,g ɨ d i,g ɨ d i,,,,,,,s a b a h,,,
6036_650_tree,,,,,,,,,,,,,,,ɗ ɨ f ɹ̝ a,,,,,,,,,,,,,,,g ə r ɗ a f,,,,,,,q u f a,,,,,,,
6036_701_wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q u f a,,,,,,,
6052_438_not,ts ʔ o,,j a,,,,,,,,,,,,,,,,s a,,ɗ o,m o,,,,,,,,,,,w a,m o,,,,,,,,,,b ə ɗ a
6064_151_daughter,,,,,,,,,,,,,,,,,,,gʱ u l i,,,,,,gʱ u j i n,,,,,,,,l o,u l i o,,,,,,,,,,
6083_670_voice,,,,,,,,,,ɮ ɑ p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6083_702_word,,,,,,,,,,ɮ ɑ p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6087_463_pierce,,,,ɓ ɑ w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6087_580_stab,,,,ɓ ɑ w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6112_213_far,,,c o b a j,,,,,,,,,,,,,,,,s ʔ ɨ l k ɨ,,s ʔ e w e,,,,,,,,,,,,p ɨ ɗ ɨ m,j a n g a,,,,,,,,,,
6144_693_wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɮ ə b r ə m,,,,,,,,
6161_352_language,e n s l i,,,,,,,,,,,,,,,,,,n s l i,,e n s l ɨ,,,,ɨ n s a,,,,,,,,e n ʃ i,e n s i,,,,,,,,,,a n i s ə
616_149_cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f i c i ɗ,,,,,,,,
6174_259_fourteen14,k a n + g o + g a ɗ e,,,,,,,,,,,,,,,,d e r i,,x k a n + k a + g a ɗ e,,k a n + g a + g a n ɗ e,,,,,,,,,,,,k a n + g o + g a ɗ e,k a n + d ɨ n + k a ɗ e,,,,,,,a r b a t a c a r,,,
6177_55_abdomenexternal,,,,,,,t e s e v e,,,,,,,,,,,,,,,,,,,,,,,t e s e f e j,,,,,,,,,,,,,,
6178_30_baboon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w u l u v,,,,,,,,,,,,,,
6181_384_maizecorn,,,,,,,,,,,d a l a + gʷ a d a m,,,,,,,,,,,,,,,,,,,d a gʷ a d a m a,,,,,,,,,,,,,,
6185_267_giraffe,b a r t o,,k u n j i r,,,,,t i r eː w a,,,,,,,,,k ə n z ə r,,k o r l o,,s k o r l o m,,,,kʷ a r l a m,,,,,,,,b i s k o r l o m,m s ɨ ɗ ɨ k ɨ,,,,,,,z a r a f,,,
6206_394_motherssisteraunt,j a n a,,b ə p ə,,,,,,,,,,,,,,j a + k u r a,,m a n + g ɨ n a m + n a + m a n,,m a d a n + d ɨ + g r a m,i j a k u r a,,,a f m e,,,,,,,,j a k u r a,m ɨ + t ɨ r ɨ n + t ɨ + g ɨ r a m,,,,,,,,,,
6221_308_help,,,,,,,,,,,,,,,,,n g u r n o,,,,,,,,,,,,,,,,n g ɨ r n o,,,,,,,,,,,
6243_33_bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʃ a k u ʃ i,,,,,,,,,,,s a k u ʃ ə
624_217_fatherinlaw,m e + s ɨ + m ts e,,a m i,,,,,,,,,,,,,,k ə s a i,,b ɨ l a + e + d i j e,,k u j a,,,,j i ʔ a,,,,,,,,k ɨ s e j,p a b a + s kʷ e,,,,,,,,,,
6263_648_town,w o + l + h ɨ l a g ɨ,,b ə r n i,,,,,b e r n i w o l,,,,,,b i r n i i,,,b ə r n j i,,b ɨ r n i,,b ɨ r n i,,,,,,,,,,,,b ɨ r n i,b ɨ r n i,,,,,,,,,,a j a j ə
628_184_early,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b a z a r,,,,,,,,b a d r i,,,
6337_391_bonemarrow,,,,,,,,,,,,,,,,,s u w i j o,,m ɓ i + h e + b u l u + l + a ɬ ɨ,,t a j u r,,,,a m l a + a s i s ʔ e,,,,,,,,s o ɓ a,m ɓ i + a + ʃ i f o,,,,,,,m u xː,,,
6354_381_lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h u v + h u v,,,,,,,,
635_33_bag,,,,,,,b ə k ə t a r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635_628_thousand1000,,,,,,,b ə k ə t a r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6375_220_goat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w a k,,,,,,,,,,,,,,
6379_119_clan,,,,ŋ s e ŋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379_522_seed,,,,ŋ s e ŋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6459_693_wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b ɑ h ə r ɑ ŋ,,,,,,,,
6489_104_catfish,g a j i r o,,,,,,,,,,,,,,,,k ə m u d o,,k ʔ a l a g e,,k ʔ ɨ m b o,,,,k u m b ɨ l ɨ m,,,,,,,,k a c u,ɓ a r g o,,,,,,,,,,
6516_129_coldweather,,,,,,,,,,,a h ə r + m ə t a ɬ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6531_488_rainyseason,,,,,,,p i j a,,,,p i j a,,,,,,,,,,,,,,,,,,,,,p i j a,,,,p i j a,,p i j a,,,,,,
6550_624_think,f a k a r,,,,,,,,,,,,,,,,t a f a k a r,,s e l + k aː + h e,,f a k a r,,,,,,,,,,,,f a k a r,f a k ɨ r,,,,,,,a l f a kː a r,,,ɗ ə v a
6553_171_door,g a b ɨ n,,,,,,,,,,,,,,,,t a u r a,,z ɨ g r a,,d a b r a,,,,z ɨ g r a,,,,,,,,d a b r a,s a p r a,,,,,,,b a b,,,s ə g ə r
659_265_gather,,,,,,,,,,,,,,,,,,,,,d a + m a r g ɨ,,,,,,,,,,,,ʃ a + m a r a g ɨ,j i + m a t e,,,,,,,,,,
65_298_hare,,,,m ɑ n d ə v ɑ n,,,w a n d a v,,,m ɑ n d ə v ɑ n,,m a n d a f,,,,,,,,,,,,,,m u d i v a j,,m ə n d e v e ŋ,,w a n d a v,,,,,,,,a d a v o,,,,,,
6625_334_insect,b ɨ b o,,,,,,,,,,,,,,,,,,a b u b a,,m b a b ɨ,,,,,,,,,,,,b u b u,p u b u,,,,,,,h a c a r a j,,,
6632_559_small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g u d a r,,,,,,,,,,,,,,
6668_204_explain,,,k i e,,,,,,,,,,,,,,,,v ɨ l u n + h e,,f a l + j a,,,,,,,,,,,,f a l + h o,v a l + o,,,,,,,,,,
6706_364_lick,s k ɨ r g a,,,,,,,,,,,,,,,,,,n a w u n,,n i a,,,,,,,,,,,,n i k ʔ ɨ,n i a + k a,,,,,,,l i h i s,,,
6710_440_now,,,k ə n e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d a h a b a,,,,,,,,d a h a b,,,
6744_554_skinofman,m ɨ l ɓ i,,,,,,,,,,,,,,,,,,,,m ɨ l ɓ ɨ,,,,,,,,,,,,,,,,,,,,,,,
6750_550_six,,,,,,,,,,,,,m e r k e ɗ,,,,,,,,,,,,,,m e r k i,,m b ə r k a,,,,,,,,,,,,,,m a r k a,
6758_210_excrement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z a j,,,,,,,,,,,,,,
6781_274_begood,,,,t u w ɑ h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6781_42_bebeautiful,,,,t u w ɑ h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6789_499_rightdirection,ɬ e + s ɨ + ɬ ʔ a,,,,,,,,,,,,,,,,k ə m b u r a m,,j ɨ m i,,a + ɬ e + j a w e,ɬ e + s ɨ + u s e,,,,,,,,,,,m b i n,d a + j i m i,,,,,,,,,,
6818_429_never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k a m e l,,,,,,,,k a m i l,,,
6828_660_umbilicalcord,,,,,,,,,,,,,,,,,k ə n z a,,n k ʔ u n e,,s ɨ m s ɨ m,,,,m ɨ z g e,,,,,,,,s ɨ m s ɨ m,a r a m + a + n k ʔ u r e,,,,,,,s u rː a,,,
6839_396_meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɮ a w,,,,,,,,,,,,,,
6840_136_coughv,ɗ ɨ ɬ a,,,,,,,,,,,,,,,,,,u ɬ a w u n,,ɗ a ɬ a w u n,,,,,,,,,,,,l a + k ʔ w a ʃ a n,ɗ a s a,,,,,,,,,,w a s j a
6841_350_ladle,,,j e n i,,,,,,,,,,,,,,j e n j i,,s a m b ɨ ɗ e,,s e n i,,,,c a m b u ɗ e,,,,,,,,s e n i,s a m b u ɗ e,,,,,,,,,,
6863_381_lung,,,,,,,a b a f,,,,a b a f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6873_74_bottom,,,,,,,,,,,,,,,,,,,m p a s e,,d a r a,,,,,,,,,,,,l a t ɨ n,n g u n,,,,,,,,,,
6878_664_thigh,,,,,,,,,,,,,,,,,,,,,,,ʔ j a,ʔ j a,,,,,,,,,,,,,,,,,,,,
690_369_lightning,s ɨ w a l t i,,m ə l a j i,,,,,,,,,,,,,,s ə w a l t i n,,b a r a k ʔ ɨ,,b r a k ʔ ɨ,,,,,,,,,,,,sʷ a l t ɨ,b a r a k ʔ ɨ,,,,,,,,,,
6913_136_coughv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɮ ə ɮ e h,,,,,,,,,,,,,,
6923_190_eggshell,,,,,,,,,,,,,,,,,,,g ɨ r v a + l + n s l ɨ,,k p a + d ɨ + e n s l ɨ,,,,,,,,,,,,n gʷ a l + s ɨ + e n ʃ o,s ʔ a v a r e,,,,,,,,,,
6930_332_if,,,n gʷ ə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s ɨ + r o + g i,,,,,,,,,,,n a
6990_162_dew,m o,,,,,,,,,,,,,,,,,,m u,,m a w,,,,,,,,,,,,m o,m a w u,,,,,,,,,,
6996_241_flea,m ɓ ɨ r m ɨ d ɨ,,,,,,,m b u r m u d i,,,,,,,,,b ə r m ə d ə,,k u f k u f,,m g b ɨ r g ɓ ɨ n i,n g u r m u d u,,,,,,,,,,,n g u r m ɨ d ɨ,ɓ ɨ l k ɨ m i,,,,,,,,,,
69_242_flesh,,,,ɮ e j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69_396_meat,,,,ɮ e j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7011_2_accompany,k e + r i + f ɨ ɗ a,,,,,,,,,,,,,,,,,,d e l + b ɨ l a m,,,,,,,,,,,,,,k ɨ + n i,d i + f a g o,,,,,,,,,,l a g a + h u n i
7024_281_grave,k a b a r,,,,,,,,,,,,,,,,k a w a r,,k a b r i,,k a b a r,,,,,,,,,,,,k a b a r,k a b r ɨ,,,,,,,x a b u r,,,
7032_625_thirty30,p j a s k ɨ,,f i j ə k ə,,,,,,,,,,,,,,f j a kː ə,,t ɨ k ɨ m + k a + x k a n,,p i a s k ɨ,,,,,,,,,,,,p i a s k ɨ,t ɨ k ɨ m + d ɨ n + v r e,,,,,,,t a l a t i n,,,t a l a c i
7037_617_then,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n d e,,,,,,
7037_6_after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n d e,,,,,,
7045_313_hip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g ə z o,,,,,,,,,,,,
7045_343_kidney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g ə z o,,,,,,,,,,,,
7051_279_grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k u z a r,,,,,,
7051_383_witchcraft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k u z a r,,,,,,
705_519_scorpion,,,c ə g a n,,,,,,,,,,,,,,,,m ɨ s ʔ a g u j e n,,m s ʔ e g b i a n,m s ʔ e ɓ i a n,,,,,,,,,,,m s ʔ i g i a n,m s ʔ ɨ g j a n,,,,,,,,,,
7067_132_cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t ə z u kʷ ɑ j,,,,,,,,
706_46_bee,m a m,,,,,,,,,,,,,,,,,,i m a n,,m a m,,,,,,,,,,,,m a m,m a m,,,,,,,n a h a l e,,,
708_183_ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɬ ə m a j,,,,,,,,,,,,,,ɬ ə m a j,
7094_664_thigh,,,,,,,,,,,gʷ a s,,,,,,,,,,,,,,gʱ u b a s ɨ,,,,g o s,gʷ a s,,,,,,w ə s,,,,,,,,
709_82_breath,,,,,,,,,,,,,,,,,,,v i ʃ i,,,,,,j u ɗ ɨ + s ɨ m ɗ e,,,,,,,,f a s ɨ,v a s,,,,,,,f a s a,,,
7106_196_eleven11,k a n + g o + t e,,h ə k a n + j u + k ə t e,,,,,,,,,,,,,,l aː r i,,x k a n + k a + t ɨ k u,,k a n + g a + a t e,,,,,,,,,,,,k a n + g o + t e,k a n + d ɨ n + s ʔ ɨ g ɨ d i,,,,,,,i h d a c a r,,,
7125_298_hare,,,,,,,,,,,,,,,,v i r a,,,,,,,,,,,,,,,,,,,,,,,,,,v ə l j a,,
7135_83_breathe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s u f,,,,,,,,
7152_629_three,,,,,,,,,,,m a k a r,,,,,,,,,,,,,,,,,,,,,,,,,m a k a r,,,,,,,,
7161_616_that,,,,,,,,,,n d ə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7161_617_then,,,,,,,,,,n d ə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7177_589_stranger,m a h u r u,,m ə a x i,,,,,,,,,,,,,,,,m a gʱ u n i,,m a h o r u,,,,m ɨ l k ʔ w e,,,,,,,,m a w r u,m a gʱ o r,,,,,,,,,,
